date,expiry,tenor,split,sigma_mkt,sig_pay_s1,sig_rec_s1,sig_str_s1,fwd_bias_s1,path_frac
2022-10-31,10,1,test,31.6,214.9,189.5,202.2,32.0,1.0
2022-10-31,10,5,test,31.4,180.9,300.0,240.5,-150.3,1.0
2022-10-31,10,10,test,33.6,168.0,136.1,152.0,40.2,1.0
2022-11-30,1,1,test,41.9,498.3,909.4,703.8,-164.0,1.0
2022-11-30,1,5,test,49.8,441.1,1627.5,1034.3,-473.3,1.0
2022-11-30,1,10,test,48.4,519.2,970.4,744.8,-180.0,1.0
2022-11-30,5,1,test,48.4,333.0,246.7,289.8,77.1,1.0
2022-11-30,5,5,test,42.6,288.9,411.5,350.2,-109.3,1.0
2022-11-30,5,10,test,39.9,286.0,232.0,259.0,48.2,1.0
2022-11-30,10,1,test,35.8,216.2,149.9,183.1,83.6,1.0
2022-11-30,10,5,test,36.5,183.8,315.5,249.6,-166.2,1.0
2022-11-30,10,10,test,39.7,175.2,208.4,191.8,-42.0,1.0
2022-12-30,1,1,test,34.0,431.6,914.6,673.1,-192.7,1.0
2022-12-30,1,5,test,39.6,392.9,2076.7,1234.8,-671.8,1.0
2022-12-30,1,10,test,38.3,489.3,992.3,740.8,-200.6,1.0
2022-12-30,5,1,test,37.4,300.7,254.0,277.4,41.7,1.0
2022-12-30,5,5,test,33.9,259.3,538.6,399.0,-249.2,1.0
2022-12-30,5,10,test,33.0,256.6,322.5,289.6,-58.8,1.0
2022-12-30,10,1,test,30.6,200.3,197.9,199.1,3.1,1.0
2022-12-30,10,5,test,31.4,170.8,417.2,294.0,-310.9,1.0
2022-12-30,10,10,test,33.6,158.5,155.2,156.9,4.1,1.0
2023-01-31,1,1,test,28.7,441.6,1029.4,735.5,-234.5,1.0
2023-01-31,1,5,test,35.7,430.0,2058.4,1244.2,-649.6,1.0
2023-01-31,1,10,test,35.5,498.7,983.8,741.2,-193.5,1.0
2023-01-31,5,1,test,36.0,297.7,312.3,305.0,-13.0,1.0
2023-01-31,5,5,test,32.8,280.0,401.5,340.8,-108.4,1.0
2023-01-31,5,10,test,31.2,282.3,297.2,289.7,-13.3,1.0
2023-01-31,10,1,test,28.9,195.8,183.7,189.7,15.3,1.0
2023-01-31,10,5,test,29.4,176.4,472.3,324.4,-373.3,1.0
2023-01-31,10,10,test,31.4,175.5,197.1,186.3,-27.3,1.0
2023-02-28,1,1,test,28.1,381.8,974.9,678.4,-236.6,1.0
2023-02-28,1,5,test,34.1,372.2,1342.1,857.2,-386.9,1.0
2023-02-28,1,10,test,33.2,474.9,1012.7,743.8,-214.5,1.0
2023-02-28,5,1,test,34.6,288.6,348.6,318.6,-53.6,1.0
2023-02-28,5,5,test,31.5,246.0,608.4,427.2,-323.3,1.0
2023-02-28,5,10,test,29.5,264.7,298.3,281.5,-30.0,1.0
2023-02-28,10,1,test,26.9,185.8,178.5,182.1,9.2,1.0
2023-02-28,10,5,test,26.8,163.8,348.2,256.0,-232.6,1.0
2023-02-28,10,10,test,28.2,158.0,346.2,252.1,-237.5,1.0
2023-03-31,1,1,test,37.6,448.2,863.9,656.0,-165.9,1.0
2023-03-31,1,5,test,39.8,433.7,1504.4,969.1,-427.2,1.0
2023-03-31,1,10,test,36.1,513.7,972.1,742.9,-182.9,1.0
2023-03-31,5,1,test,37.1,298.8,278.1,288.4,18.5,1.0
2023-03-31,5,5,test,33.9,279.5,426.4,352.9,-131.0,1.0
2023-03-31,5,10,test,31.3,272.4,350.9,311.6,-70.0,1.0
2023-03-31,10,1,test,28.1,182.4,168.2,175.3,18.0,1.0
2023-03-31,10,5,test,27.9,174.0,333.8,253.9,-201.6,1.0
2023-03-31,10,10,test,29.3,167.3,191.9,179.6,-31.0,1.0
2023-04-28,1,1,test,41.6,376.1,930.0,653.1,-221.0,1.0
2023-04-28,1,5,test,42.4,432.0,1510.2,971.1,-430.1,1.0
2023-04-28,1,10,test,36.5,524.8,1021.8,773.3,-198.3,1.0
2023-04-28,5,1,test,39.9,290.6,262.4,276.5,25.1,1.0
2023-04-28,5,5,test,34.7,270.7,440.3,355.5,-151.3,1.0
2023-04-28,5,10,test,31.1,271.0,309.7,290.4,-34.5,1.0
2023-04-28,10,1,test,29.3,173.7,200.1,186.9,-33.3,1.0
2023-04-28,10,5,test,28.3,172.1,353.1,262.6,-228.4,1.0
2023-04-28,10,10,test,28.7,160.8,207.1,184.0,-58.5,1.0
2023-05-31,1,1,test,37.5,399.8,912.1,655.9,-204.4,1.0
2023-05-31,1,5,test,40.4,429.5,1573.0,1001.3,-456.2,1.0
2023-05-31,1,10,test,36.4,518.1,1008.5,763.3,-195.6,1.0
2023-05-31,5,1,test,39.0,276.9,286.1,281.5,-8.2,1.0
2023-05-31,5,5,test,34.7,276.3,604.4,440.3,-292.6,1.0
2023-05-31,5,10,test,31.7,273.6,249.8,261.7,21.3,1.0
2023-05-31,10,1,test,28.9,171.0,248.3,209.7,-97.5,1.0
2023-05-31,10,5,test,28.3,178.5,277.1,227.8,-124.4,1.0
2023-05-31,10,10,test,28.7,167.9,174.7,171.3,-8.6,1.0
2023-06-30,1,1,test,31.6,333.5,1027.7,680.6,-277.0,1.0
2023-06-30,1,5,test,36.3,415.8,2022.5,1219.1,-641.0,1.0
2023-06-30,1,10,test,34.2,512.0,951.6,731.8,-175.3,1.0
2023-06-30,5,1,test,39.4,238.7,388.6,313.7,-133.7,1.0
2023-06-30,5,5,test,35.2,266.7,514.0,390.4,-220.6,1.0
2023-06-30,5,10,test,32.5,265.8,328.9,297.4,-56.3,1.0
2023-06-30,10,1,test,30.3,165.1,224.4,194.8,-74.9,1.0
2023-06-30,10,5,test,30.0,170.4,338.8,254.6,-212.4,1.0
2023-06-30,10,10,test,30.2,164.8,177.7,171.3,-16.2,1.0
2023-07-31,1,1,test,33.7,356.2,1053.0,704.6,-278.0,1.0
2023-07-31,1,5,test,36.4,400.4,2044.6,1222.5,-655.9,1.0
2023-07-31,1,10,test,32.5,493.6,1075.0,784.3,-232.0,1.0
2023-07-31,5,1,test,36.0,260.3,318.8,289.5,-52.2,1.0
2023-07-31,5,5,test,32.0,273.9,539.6,406.8,-237.0,1.0
2023-07-31,5,10,test,29.2,266.8,307.8,287.3,-36.5,1.0
2023-07-31,10,1,test,27.1,172.6,184.3,178.4,-14.7,1.0
2023-07-31,10,5,test,26.1,174.3,275.9,225.1,-128.1,1.0
2023-07-31,10,10,test,26.4,156.0,286.6,221.3,-164.8,1.0
2023-08-31,1,1,test,36.0,382.4,1080.6,731.5,-278.6,1.0
2023-08-31,1,5,test,38.9,415.8,1989.7,1202.8,-627.9,1.0
2023-08-31,1,10,test,35.4,510.2,903.0,706.6,-156.7,1.0
2023-08-31,5,1,test,38.1,270.1,284.8,277.4,-13.1,1.0
2023-08-31,5,5,test,33.3,262.6,566.3,414.5,-270.9,1.0
2023-08-31,5,10,test,30.4,263.5,283.9,273.7,-18.2,1.0
2023-08-31,10,1,test,27.9,177.3,193.1,185.2,-19.9,1.0
2023-08-31,10,5,test,26.9,175.4,300.9,238.2,-158.3,1.0
2023-08-31,10,10,test,27.1,162.0,218.1,190.0,-70.9,1.0
2023-09-29,1,1,test,28.8,353.3,1086.9,720.1,-292.6,1.0
2023-09-29,1,5,test,32.2,401.0,2022.5,1211.7,-646.9,1.0
2023-09-29,1,10,test,30.9,461.5,1074.3,767.9,-244.5,1.0
2023-09-29,5,1,test,31.7,267.8,296.0,281.9,-25.2,1.0
2023-09-29,5,5,test,28.9,260.2,504.6,382.4,-218.0,1.0
2023-09-29,5,10,test,27.7,254.9,260.1,257.5,-4.7,1.0
2023-09-29,10,1,test,24.7,165.4,175.2,170.3,-12.4,1.0
2023-09-29,10,5,test,24.0,162.9,318.2,240.5,-195.9,1.0
2023-09-29,10,10,test,24.5,156.3,219.7,188.0,-80.0,1.0
2023-10-31,1,1,test,32.5,393.9,958.5,676.2,-225.2,1.0
2023-10-31,1,5,test,34.7,392.1,1502.7,947.4,-443.1,1.0
2023-10-31,1,10,test,32.4,492.0,1029.0,760.5,-214.2,1.0
2023-10-31,5,1,test,32.5,270.0,355.3,312.7,-76.1,1.0
2023-10-31,5,5,test,29.0,264.1,481.3,372.7,-193.8,1.0
2023-10-31,5,10,test,27.0,258.3,287.3,272.8,-25.9,1.0
2023-10-31,10,1,test,24.7,179.1,188.8,183.9,-12.2,1.0
2023-10-31,10,5,test,24.1,175.6,237.8,206.7,-78.5,1.0
2023-10-31,10,10,test,24.1,156.8,284.7,220.7,-161.3,1.0
2023-11-30,1,1,test,39.7,363.7,1031.6,697.7,-266.5,1.0
2023-11-30,1,5,test,38.1,439.1,2250.6,1344.9,-722.7,1.0
2023-11-30,1,10,test,33.9,516.5,1091.4,804.0,-229.3,1.0
2023-11-30,5,1,test,36.2,279.8,314.5,297.1,-31.0,1.0
2023-11-30,5,5,test,32.2,290.6,533.0,411.8,-216.2,1.0
2023-11-30,5,10,test,29.7,276.6,308.0,292.3,-28.0,1.0
2023-11-30,10,1,test,28.0,172.5,206.0,189.3,-42.2,1.0
2023-11-30,10,5,test,27.1,176.7,391.7,284.2,-271.2,1.0
2023-11-30,10,10,test,27.0,166.4,224.0,195.2,-72.7,1.0
2023-12-29,1,1,test,51.9,422.0,854.0,638.0,-172.3,1.0
2023-12-29,1,5,test,46.6,467.6,1854.1,1160.8,-553.1,1.0
2023-12-29,1,10,test,40.9,561.6,879.2,720.4,-126.7,1.0
2023-12-29,5,1,test,40.5,303.7,294.3,299.0,8.4,1.0
2023-12-29,5,5,test,35.6,308.6,396.0,352.3,-78.0,1.0
2023-12-29,5,10,test,33.5,289.9,261.9,275.9,25.0,1.0
2023-12-29,10,1,test,31.5,189.4,208.8,199.1,-24.4,1.0
2023-12-29,10,5,test,30.7,192.3,350.8,271.5,-199.9,1.0
2023-12-29,10,10,test,30.7,178.4,177.0,177.7,1.8,1.0
2024-01-31,1,1,test,47.6,426.9,910.3,668.6,-192.9,1.0
2024-01-31,1,5,test,42.7,477.2,1981.1,1229.1,-600.0,1.0
2024-01-31,1,10,test,37.1,548.9,935.9,742.4,-154.4,1.0
2024-01-31,5,1,test,38.4,306.8,280.7,293.7,23.3,1.0
2024-01-31,5,5,test,34.1,299.0,434.7,366.9,-121.0,1.0
2024-01-31,5,10,test,31.7,291.2,230.1,260.7,54.5,1.0
2024-01-31,10,1,test,29.7,196.7,180.4,188.5,20.7,1.0
2024-01-31,10,5,test,28.9,196.3,308.3,252.3,-141.2,1.0
2024-01-31,10,10,test,29.2,179.7,141.9,160.8,47.6,1.0
2024-02-29,1,1,test,37.1,414.0,993.5,703.7,-231.2,1.0
2024-02-29,1,5,test,37.1,454.7,2096.5,1275.6,-655.0,1.0
2024-02-29,1,10,test,34.4,533.7,905.9,719.8,-148.5,1.0
2024-02-29,5,1,test,37.1,283.2,297.7,290.5,-12.9,1.0
2024-02-29,5,5,test,33.8,289.1,436.7,362.9,-131.7,1.0
2024-02-29,5,10,test,32.0,280.5,330.7,305.6,-44.8,1.0
2024-02-29,10,1,test,30.4,177.8,244.9,211.4,-84.6,1.0
2024-02-29,10,5,test,29.6,181.0,295.6,238.3,-144.5,1.0
2024-02-29,10,10,test,30.3,173.2,214.8,194.0,-52.5,1.0
