currency,as_of_date,option_maturity,swap_tenor,vol
EUR,2013-01-31,10.0,5.0,38.3
EUR,2012-12-31,10.0,5.0,35.9
EUR,2012-11-30,10.0,5.0,42.1
EUR,2012-10-31,10.0,5.0,41.4
EUR,2012-09-28,10.0,5.0,48.9
EUR,2012-08-31,10.0,5.0,63.0
EUR,2012-07-31,10.0,5.0,66.4
EUR,2012-06-29,10.0,5.0,68.1
EUR,2012-05-31,10.0,5.0,61.1
EUR,2012-04-30,10.0,5.0,45.3
EUR,2012-03-30,10.0,5.0,41.6
EUR,2012-02-29,10.0,5.0,50.3
EUR,2012-01-31,10.0,5.0,55.3
EUR,2011-12-30,10.0,5.0,42.1
EUR,2011-11-30,10.0,5.0,32.9
EUR,2011-10-31,10.0,5.0,35.5
EUR,2011-09-30,10.0,5.0,36.7
EUR,2011-08-31,10.0,5.0,36.1
EUR,2011-07-29,10.0,5.0,35.5
EUR,2011-06-30,10.0,5.0,37.3
EUR,2011-05-31,10.0,5.0,33.1
EUR,2011-04-29,10.0,5.0,44.8
EUR,2011-03-31,10.0,5.0,61.0
EUR,2011-02-28,10.0,5.0,90.9
EUR,2011-01-31,10.0,5.0,50.1
EUR,2010-12-31,10.0,5.0,49.8
EUR,2010-11-30,10.0,5.0,38.3
EUR,2010-10-29,10.0,5.0,32.2
EUR,,10.0,5.0,29.4
EUR,,10.0,5.0,28.2
EUR,,10.0,5.0,32.4
EUR,,10.0,5.0,26.7
EUR,,10.0,5.0,24.5
EUR,,10.0,5.0,23.2
EUR,,10.0,5.0,23.3
EUR,,10.0,5.0,22.6
EUR,,10.0,5.0,22.4
EUR,,10.0,5.0,22.6
EUR,,10.0,5.0,22.0
EUR,,10.0,5.0,22.1
EUR,,10.0,5.0,22.0
EUR,,10.0,5.0,22.3
EUR,,10.0,5.0,21.7
EUR,,10.0,5.0,22.5
EUR,,10.0,5.0,22.4
EUR,,10.0,5.0,22.5
EUR,,10.0,5.0,24.0
EUR,,10.0,5.0,23.0
EUR,,10.0,5.0,21.9
EUR,,10.0,5.0,22.2
EUR,,10.0,5.0,23.1
EUR,,10.0,5.0,22.6
EUR,,10.0,5.0,22.7
EUR,,10.0,5.0,24.1
EUR,,10.0,5.0,26.1
EUR,,10.0,5.0,27.1
EUR,,10.0,5.0,25.6
EUR,,10.0,5.0,33.6
EUR,,10.0,5.0,23.1
EUR,,10.0,5.0,22.5
EUR,,10.0,5.0,23.0
EUR,,10.0,5.0,24.1
EUR,,10.0,5.0,23.3
EUR,,10.0,5.0,21.5
EUR,,10.0,5.0,22.0
EUR,,10.0,5.0,22.3
EUR,,10.0,5.0,18.7
EUR,,10.0,5.0,17.9
EUR,,10.0,5.0,15.7
EUR,,10.0,5.0,17.1
EUR,,10.0,5.0,16.0
EUR,,10.0,5.0,16.0
EUR,,10.0,5.0,16.7
EUR,,10.0,5.0,16.9
EUR,,10.0,5.0,16.3
EUR,,10.0,5.0,18.9
EUR,,10.0,5.0,18.3
EUR,2026-02-27,10.0,10.0,18.8
EUR,2026-01-30,10.0,10.0,18.1
EUR,2025-12-31,10.0,10.0,17.8
EUR,2025-11-28,10.0,10.0,18.6
EUR,2025-10-31,10.0,10.0,20.5
EUR,2025-09-30,10.0,10.0,21.3
EUR,2025-08-29,10.0,10.0,21.8
EUR,2025-07-31,10.0,10.0,22.6
EUR,2025-06-30,10.0,10.0,23.7
EUR,2025-05-30,10.0,10.0,24.5
EUR,2025-04-30,10.0,10.0,26.2
EUR,2025-03-31,10.0,10.0,25.2
EUR,2025-02-28,10.0,10.0,29.2
EUR,2025-01-31,10.0,10.0,29.2
EUR,2024-12-31,10.0,10.0,31.4
EUR,2024-11-29,10.0,10.0,32.4
EUR,2024-10-31,10.0,10.0,30.4
EUR,2024-09-30,10.0,10.0,28.9
EUR,2024-08-30,10.0,10.0,29.5
EUR,2024-07-31,10.0,10.0,28.7
EUR,2024-06-28,10.0,10.0,28.6
EUR,2024-05-31,10.0,10.0,28.0
EUR,2024-04-30,10.0,10.0,29.3
EUR,2024-03-29,10.0,10.0,30.6
EUR,2024-02-29,10.0,10.0,30.3
EUR,2024-01-31,10.0,10.0,29.2
EUR,2023-12-29,10.0,10.0,30.7
EUR,2023-11-30,10.0,10.0,27.0
EUR,2023-10-31,10.0,10.0,24.1
EUR,2023-09-29,10.0,10.0,24.5
EUR,2023-08-31,10.0,10.0,27.1
EUR,2023-07-31,10.0,10.0,26.4
EUR,2023-06-30,10.0,10.0,30.2
EUR,2023-05-31,10.0,10.0,28.7
EUR,2023-04-28,10.0,10.0,28.7
EUR,2023-03-31,10.0,10.0,29.3
EUR,2023-02-28,10.0,10.0,28.2
EUR,2023-01-31,10.0,10.0,31.4
EUR,2022-12-30,10.0,10.0,33.6
EUR,2022-11-30,10.0,10.0,39.7
EUR,2022-10-31,10.0,10.0,33.6
EUR,2022-09-30,10.0,10.0,37.9
EUR,2022-08-31,10.0,10.0,35.8
EUR,2022-07-29,10.0,10.0,42.9
EUR,2022-06-30,10.0,10.0,30.9
EUR,2022-05-31,10.0,10.0,34.1
EUR,2022-04-29,10.0,10.0,41.6
EUR,2022-03-31,10.0,10.0,61.2
EUR,2022-02-28,10.0,10.0,71.0
EUR,2017-01-31,10.0,10.0,141.7
EUR,2016-12-30,10.0,10.0,114.3
EUR,2016-11-30,10.0,10.0,180.9
EUR,2016-10-31,10.0,10.0,86.2
EUR,2016-09-30,10.0,10.0,193.9
EUR,2016-08-31,10.0,10.0,86.7
EUR,2016-07-29,10.0,10.0,80.8
EUR,2016-06-30,10.0,10.0,76.4
EUR,2016-05-31,10.0,10.0,83.0
EUR,2016-04-29,10.0,10.0,132.5
EUR,2016-03-31,10.0,10.0,208.8
EUR,2016-02-29,10.0,10.0,193.2
EUR,2016-01-29,10.0,10.0,63.6
EUR,2015-12-31,10.0,10.0,93.6
EUR,2015-11-30,10.0,10.0,96.7
EUR,2015-10-30,10.0,10.0,190.3
EUR,2015-09-30,10.0,10.0,0.9
EUR,2015-08-31,10.0,10.0,64.5
EUR,2015-07-31,10.0,10.0,49.6
EUR,2015-06-30,10.0,10.0,40.2
EUR,2015-05-29,10.0,10.0,34.4
EUR,2015-04-30,10.0,10.0,36.0
EUR,2015-03-31,10.0,10.0,32.7
EUR,2015-02-27,10.0,10.0,35.4
EUR,2015-01-30,10.0,10.0,33.9
EUR,2014-12-31,10.0,10.0,32.7
EUR,2014-11-28,10.0,10.0,31.2
EUR,2014-10-31,10.0,10.0,30.7
EUR,2014-09-30,10.0,10.0,31.9
EUR,2014-08-29,10.0,10.0,31.1
EUR,2014-07-31,10.0,10.0,32.4
EUR,2014-06-30,10.0,10.0,31.7
EUR,2014-05-30,10.0,10.0,30.8
EUR,2014-04-30,10.0,10.0,32.1
EUR,2014-03-31,10.0,10.0,30.7
EUR,2014-02-28,10.0,10.0,31.6
EUR,2014-01-31,10.0,10.0,32.9
EUR,2013-12-31,10.0,10.0,33.2
EUR,2013-11-29,10.0,10.0,31.5
EUR,2013-10-31,10.0,10.0,31.5
EUR,2013-09-30,10.0,10.0,33.2
EUR,2013-08-30,10.0,10.0,30.9
EUR,2013-07-31,10.0,10.0,33.1
EUR,2013-06-28,10.0,10.0,34.4
EUR,2013-05-31,10.0,10.0,36.1
EUR,2013-04-30,10.0,10.0,37.6
EUR,2013-03-29,10.0,10.0,39.2
EUR,2013-02-28,10.0,10.0,36.7
EUR,2013-01-31,10.0,10.0,44.0
EUR,2012-12-31,10.0,10.0,42.7
EUR,2012-11-30,10.0,10.0,50.6
EUR,2012-10-31,10.0,10.0,66.4
EUR,2012-09-28,10.0,10.0,69.9
EUR,2012-08-31,10.0,10.0,74.7
EUR,2012-07-31,10.0,10.0,66.4
EUR,2012-06-29,10.0,10.0,46.3
EUR,2012-05-31,10.0,10.0,43.0
EUR,2012-04-30,10.0,10.0,53.3
EUR,2012-03-30,10.0,10.0,58.1
EUR,2012-02-29,10.0,10.0,43.2
EUR,2012-01-31,10.0,10.0,33.9
EUR,2011-12-30,10.0,10.0,36.1
EUR,2011-11-30,10.0,10.0,36.5
EUR,2011-10-31,10.0,10.0,36.7
EUR,2011-09-30,10.0,10.0,36.5
EUR,2011-08-31,10.0,10.0,38.2
EUR,2011-07-29,10.0,10.0,33.4
EUR,2011-06-30,10.0,10.0,47.0
EUR,2011-05-31,10.0,10.0,60.8
EUR,2011-04-29,10.0,10.0,95.4
EUR,2011-03-31,10.0,10.0,46.9
EUR,2011-02-28,10.0,10.0,48.1
EUR,2011-01-31,10.0,10.0,37.4
EUR,2010-12-31,10.0,10.0,31.4
EUR,2010-11-30,10.0,10.0,28.4
EUR,2010-10-29,10.0,10.0,27.3
EUR,,10.0,10.0,32.1
EUR,,10.0,10.0,26.4
EUR,,10.0,10.0,24.1
EUR,,10.0,10.0,23.2
EUR,,10.0,10.0,23.5
EUR,,10.0,10.0,22.9
EUR,,10.0,10.0,22.9
EUR,,10.0,10.0,23.2
EUR,,10.0,10.0,22.4
EUR,,10.0,10.0,22.6
EUR,,10.0,10.0,22.3
EUR,,10.0,10.0,22.9
EUR,,10.0,10.0,22.5
EUR,,10.0,10.0,23.2
EUR,,10.0,10.0,23.2
EUR,,10.0,10.0,23.4
EUR,,10.0,10.0,25.0
EUR,,10.0,10.0,23.8
EUR,,10.0,10.0,22.9
EUR,,10.0,10.0,23.1
EUR,,10.0,10.0,24.3
EUR,,10.0,10.0,24.0
EUR,,10.0,10.0,24.4
EUR,,10.0,10.0,25.8
EUR,,10.0,10.0,28.7
EUR,,10.0,10.0,30.5
EUR,,10.0,10.0,28.8
EUR,,10.0,10.0,37.1
EUR,,10.0,10.0,25.1
EUR,,10.0,10.0,24.3
EUR,,10.0,10.0,24.7
EUR,,10.0,10.0,26.1
EUR,,10.0,10.0,25.4
EUR,,10.0,10.0,23.5
EUR,,10.0,10.0,23.6
EUR,,10.0,10.0,23.8
EUR,,10.0,10.0,19.8
EUR,,10.0,10.0,18.8
EUR,,10.0,10.0,16.1
EUR,,10.0,10.0,17.5
EUR,,10.0,10.0,16.5
EUR,,10.0,10.0,16.5
EUR,,10.0,10.0,17.7
EUR,,10.0,10.0,17.3
EUR,,10.0,10.0,17.0
EUR,,10.0,10.0,20.2
EUR,,10.0,10.0,19.6
EUR,,10.0,10.0,
EUR,,10.0,10.0,
