date,expiry,tenor,split,sigma_mkt,sigma_adj,sigma_atm,forward_bias_bp,F0,F_model,n_surv
2011-02-28,5,10,train,19.9,279.6631197967827,246.73948493966464,-63.10132283241829,0.03411491960287094,0.027804787319629112,0.5205078125
2011-02-28,10,1,train,17.6,198.43767576785498,234.4955161677732,107.6874853396182,0.01846953108906746,0.02923827962302928,0.50927734375
2011-02-28,10,5,train,16.7,250.04576864652864,180.19571840796672,-212.3961342450903,0.028433332219719887,0.007193718795210857,0.505859375
2011-02-28,10,10,train,17.7,167.8595173147089,153.1045276385932,-50.76715427805002,0.03411491960287094,0.02903820417506594,0.4873046875
2011-03-31,1,1,train,33.6,689.6226041421477,549.1463039323069,-113.33760069396811,0.021087929606437683,0.009754169537040872,0.6376953125
2011-03-31,1,5,train,24.7,1445.151633337569,411.7754473423774,-640.9507074778465,0.031021323055028915,-0.03307374769275574,0.5859375
2011-03-31,1,10,train,21.4,807.6868953101173,418.60959459510167,-301.05143861523254,0.03650708869099617,0.006401944829472917,0.5810546875
2011-03-31,5,1,train,22.8,317.51865787598825,353.10779871813094,65.219006451693,0.021087929606437683,0.027609830251606984,0.57568359375
2011-03-31,5,5,train,19.3,392.30824167425357,274.9533356377099,-199.58754608192388,0.031021323055028915,0.011062568446836528,0.55029296875
2011-03-31,5,10,train,18.7,268.19604664533733,234.0672303717796,-66.78764699420765,0.03650708869099617,0.029828323991575405,0.51220703125
2011-03-31,10,1,train,16.9,198.24761191205167,230.22380351796622,96.01466332041568,0.021087929606437683,0.03068939593847925,0.53955078125
2011-03-31,10,5,train,16.0,198.01456840373626,181.8580241522312,-48.30778300666312,0.031021323055028915,0.026190544754362603,0.5
2011-03-31,10,10,train,16.5,164.20071857986906,154.28066993735484,-32.940736546326065,0.03650708869099617,0.03321301503636356,0.49951171875
2011-04-29,1,1,train,33.6,715.3670527783127,577.6584209150456,-104.98470841299493,0.02126830630004406,0.010769835458744567,0.63427734375
2011-04-29,1,5,train,25.4,1060.6268842212578,402.42083347656467,-445.24699942412593,0.03025508113205433,-0.014269618810358264,0.60302734375
2011-04-29,1,10,train,22.199999999999996,782.312208973348,436.3902952377693,-272.29469068474975,0.03554011508822441,0.008310646019749436,0.58056640625
2011-04-29,5,1,train,23.3,304.4759090379809,361.5414586749039,100.7235308522906,0.02126830630004406,0.03134065938527312,0.54931640625
2011-04-29,5,5,train,19.8,421.41389495298506,280.9421018304204,-246.0183284954535,0.03025508113205433,0.005653248282508981,0.53271484375
2011-04-29,5,10,train,18.9,255.65633970712824,238.9569096882302,-33.14028586558222,0.03554011508822441,0.03222608650166619,0.51123046875
2011-04-29,10,1,train,17.1,199.84744053999393,226.8639556901621,82.36939962346808,0.02126830630004406,0.02950524626239087,0.52099609375
2011-04-29,10,5,train,16.0,238.14888729205563,171.400583082284,-208.54397644166443,0.03025508113205433,0.009400683487887886,0.51220703125
