model,label,date,expiry,tenor,sigma_mkt,sigma_mod,err_bp,path_frac
stable_cal,Stable + cal. H (s=0.151),2015-02-27,1,10,70.7,158.3,87.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,5,1,101.0,194.3,93.3,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,5,5,58.8,150.2,91.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,5,10,51.5,121.6,70.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,10,1,54.0,143.7,89.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,10,5,50.1,110.1,60.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,10,10,46.9,95.3,48.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,1,1,0.0,232.5,232.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,1,5,104.8,158.6,53.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,1,10,89.0,166.7,77.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,5,1,143.8,192.4,48.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,5,5,82.6,147.8,65.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,5,10,82.3,133.4,51.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,10,1,103.7,138.3,34.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,10,5,90.9,111.4,20.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-03-31,10,10,95.4,89.6,-5.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,1,1,0.0,233.1,233.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,1,5,93.8,154.3,60.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,1,10,73.0,156.7,83.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,5,1,103.5,186.6,83.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,5,5,66.7,149.1,82.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,5,10,62.9,132.5,69.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,10,1,66.3,148.5,82.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,10,5,61.0,111.6,50.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-04-30,10,10,60.8,97.6,36.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,1,1,0.0,247.2,247.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,1,5,83.5,158.1,74.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,1,10,64.8,153.2,88.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,5,1,81.2,190.4,109.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,5,5,52.9,137.7,84.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,5,10,50.5,121.8,71.3,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,10,1,48.4,148.2,99.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,10,5,44.8,114.5,69.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-05-29,10,10,47.0,99.2,52.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,1,1,0.0,268.1,268.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,1,5,66.7,153.7,87.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,1,10,54.2,130.8,76.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,5,1,55.6,199.1,143.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,5,5,40.4,134.0,93.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,5,10,37.6,115.8,78.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,10,1,35.0,147.8,112.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,10,5,33.1,109.7,76.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-06-30,10,10,33.4,88.3,54.9,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,1,1,0.0,252.4,252.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,1,5,76.4,134.7,58.3,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,1,10,57.7,134.8,77.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,5,1,68.9,196.0,127.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,5,5,46.0,137.5,91.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,5,10,41.7,129.8,88.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,10,1,39.6,149.7,110.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,10,5,37.3,108.7,71.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-07-31,10,10,38.2,92.8,54.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,1,1,0.0,270.1,270.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,1,5,70.2,159.4,89.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,1,10,57.2,134.1,76.9,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,5,1,64.0,200.2,136.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,5,5,43.4,138.9,95.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,5,10,39.7,115.8,76.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,10,1,37.1,147.2,110.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,10,5,35.5,108.7,73.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-08-31,10,10,36.5,85.9,49.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,1,1,0.0,265.2,265.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,1,5,85.0,158.8,73.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,1,10,60.2,145.8,85.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,5,1,74.0,196.1,122.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,5,5,46.6,136.7,90.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,5,10,41.3,116.5,75.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,10,1,38.4,149.4,111.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,10,5,36.1,104.5,68.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-09-30,10,10,36.7,90.5,53.8,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,1,1,0.0,251.2,251.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,1,5,91.0,146.6,55.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,1,10,58.1,138.0,79.9,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,5,1,75.7,201.4,125.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,5,5,46.4,137.5,91.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,5,10,41.2,119.4,78.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,10,1,39.5,147.7,108.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,10,5,36.7,103.4,66.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-10-30,10,10,36.5,93.2,56.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,1,1,0.0,268.7,268.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,1,5,128.5,158.6,30.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,1,10,61.8,134.8,73.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,5,1,83.9,200.0,116.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,5,5,48.0,131.9,83.9,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,5,10,42.4,117.9,75.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,10,1,37.5,152.0,114.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,10,5,35.5,113.5,78.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-11-30,10,10,36.1,97.4,61.3,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,1,1,0.0,271.6,271.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,1,5,79.5,149.5,70.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,1,10,52.2,146.3,94.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,5,1,65.0,200.4,135.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,5,5,42.6,133.2,90.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,5,10,38.4,116.0,77.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,10,1,34.4,144.9,110.5,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,10,5,32.9,117.3,84.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-12-31,10,10,33.9,90.5,56.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,1,1,0.0,252.3,252.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,1,5,211.6,159.7,-51.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,1,10,77.7,151.0,73.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,5,1,126.7,205.7,79.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,5,5,58.5,143.4,84.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,5,10,50.4,121.7,71.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,10,1,44.6,151.5,106.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,10,5,42.1,111.7,69.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-01-29,10,10,43.2,98.3,55.1,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,1,1,0.0,255.0,255.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,1,5,0.0,168.7,168.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,1,10,108.7,154.5,45.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,5,1,0.0,202.3,202.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,5,5,78.1,146.5,68.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,5,10,64.3,125.6,61.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,10,1,58.1,151.1,93.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,10,5,55.3,115.0,59.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-02-29,10,10,58.1,101.3,43.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,1,1,0.0,256.2,256.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,1,5,391.6,163.1,-228.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,1,10,91.2,153.2,62.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,5,1,0.0,206.2,206.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,5,5,70.2,145.7,75.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,5,10,58.5,125.7,67.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,10,1,53.0,150.2,97.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,10,5,50.3,110.6,60.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-03-31,10,10,53.3,98.5,45.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,1,1,0.0,249.4,249.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,1,5,205.5,156.4,-49.1,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,1,10,75.7,147.2,71.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,5,1,149.4,199.2,49.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,5,5,57.8,140.5,82.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,5,10,49.6,127.5,77.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,10,1,44.2,150.0,105.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,10,5,41.6,115.9,74.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-04-29,10,10,43.0,89.5,46.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,1,1,0.0,254.0,254.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,1,5,0.0,160.8,160.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,1,10,86.4,149.1,62.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,5,1,0.0,208.7,208.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,5,5,66.7,139.4,72.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,5,10,54.1,131.7,77.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,10,1,48.6,159.4,110.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,10,5,45.3,110.7,65.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-05-31,10,10,46.3,103.5,57.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,1,1,0.0,257.5,257.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,1,5,0.0,166.7,166.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,1,10,124.5,151.9,27.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,5,1,0.0,208.5,208.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,5,5,95.3,144.7,49.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,5,10,73.4,131.0,57.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,10,1,66.0,154.3,88.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,10,5,61.1,121.0,59.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-06-30,10,10,66.4,98.4,32.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,1,1,0.0,249.5,249.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,1,5,0.0,158.6,158.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,1,10,152.2,174.7,22.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,5,1,0.0,194.2,194.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,5,5,119.2,151.4,32.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,5,10,82.7,139.1,56.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,10,1,75.7,146.5,70.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,10,5,68.1,111.7,43.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-07-29,10,10,74.7,106.3,31.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,1,1,0.0,248.9,248.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,1,5,0.0,164.7,164.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,1,10,141.8,167.7,25.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,5,1,0.0,198.5,198.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,5,5,115.4,146.0,30.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,5,10,81.1,138.8,57.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,10,1,76.4,151.7,75.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,10,5,66.4,119.2,52.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-08-31,10,10,69.9,103.1,33.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,1,1,0.0,244.0,244.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,1,5,0.0,159.9,159.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,1,10,145.3,164.5,19.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,5,1,0.0,196.6,196.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,5,5,110.0,151.4,41.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,5,10,77.2,130.0,52.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,10,1,71.5,154.7,83.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,10,5,63.0,116.2,53.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-09-30,10,10,66.4,105.4,39.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,1,1,0.0,262.7,262.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,1,5,0.0,165.7,165.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,1,10,87.2,165.5,78.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,5,1,0.0,199.1,199.1,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,5,5,68.0,145.6,77.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,5,10,56.5,127.1,70.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,10,1,53.5,157.9,104.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,10,5,48.9,118.3,69.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-10-31,10,10,50.6,94.8,44.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,1,1,0.0,263.0,263.0,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,1,5,181.4,160.8,-20.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,1,10,72.9,142.8,69.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,5,1,123.7,215.2,91.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,5,5,54.7,143.0,88.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,5,10,48.3,124.5,76.2,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,10,1,44.0,148.1,104.1,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,10,5,41.4,118.9,77.5,1.0
stable_cal,Stable + cal. H (s=0.151),2016-11-30,10,10,42.7,,,0.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,1,1,0.0,267.7,267.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,1,5,198.2,157.3,-40.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,1,10,77.7,151.6,73.9,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,5,1,155.3,217.6,62.3,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,5,5,58.3,140.1,81.8,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,5,10,50.2,132.6,82.4,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,10,1,44.7,157.4,112.7,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,10,5,42.1,117.7,75.6,1.0
stable_cal,Stable + cal. H (s=0.151),2016-12-30,10,10,44.0,99.3,55.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,1,1,0.0,268.3,268.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,1,5,119.7,146.4,26.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,1,10,61.5,139.3,77.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,5,1,84.9,213.1,128.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,5,5,47.3,142.4,95.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,5,10,41.7,119.6,77.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,10,1,36.9,150.4,113.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,10,5,35.9,119.1,83.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-01-31,10,10,36.7,88.6,51.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,1,5,207.8,159.3,-48.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,1,10,73.2,151.0,77.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,5,1,151.0,209.2,58.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,5,5,55.4,147.2,91.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,5,10,46.6,119.9,73.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,10,1,40.6,157.1,116.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,10,5,38.3,116.9,78.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-02-28,10,10,39.2,96.4,57.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,1,5,129.2,154.4,25.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,1,10,63.8,134.1,70.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,5,1,110.0,206.0,96.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,5,5,53.0,143.3,90.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,5,10,44.1,128.8,84.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,10,1,41.0,156.5,115.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,10,5,37.9,115.0,77.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-03-31,10,10,37.6,98.2,60.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,1,5,118.8,164.3,45.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,1,10,59.6,145.9,86.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,5,1,97.0,209.7,112.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,5,5,50.3,133.4,83.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,5,10,42.0,118.9,76.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,10,1,39.1,153.7,114.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,10,5,36.2,107.1,70.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-04-28,10,10,36.1,88.3,52.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,1,5,119.7,151.6,31.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,1,10,55.5,146.2,90.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,5,1,95.6,205.6,110.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,5,5,48.2,130.9,82.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,5,10,40.0,121.9,81.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,10,1,37.6,158.5,120.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,10,5,34.8,111.7,76.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-05-31,10,10,34.4,90.0,55.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,1,5,90.5,151.0,60.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,1,10,50.6,136.1,85.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,5,1,72.0,214.6,142.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,5,5,43.2,138.3,95.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,5,10,37.4,120.8,83.4,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,10,1,35.2,151.1,115.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,10,5,33.2,109.0,75.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-06-30,10,10,33.1,99.3,66.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,1,5,81.9,157.5,75.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,1,10,46.6,135.0,88.4,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,5,1,64.6,212.5,147.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,5,5,40.2,135.5,95.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,5,10,35.0,116.2,81.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,10,1,33.4,162.7,129.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,10,5,31.1,109.7,78.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-07-31,10,10,30.9,86.9,56.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,1,5,115.6,158.5,42.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,1,10,53.5,135.2,81.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,5,1,85.9,211.0,125.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,5,5,46.2,144.0,97.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,5,10,38.6,125.8,87.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,10,1,36.6,167.0,130.4,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,10,5,33.6,118.1,84.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-08-31,10,10,33.2,95.0,61.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,1,5,87.5,160.2,72.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,1,10,46.8,135.4,88.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,5,1,69.5,216.5,147.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,5,5,41.9,134.0,92.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,5,10,35.6,116.6,81.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,10,1,34.2,156.4,122.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,10,5,31.6,110.1,78.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-09-29,10,10,31.5,95.7,64.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,1,5,92.3,142.5,50.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,1,10,45.6,146.7,101.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,5,1,73.4,215.6,142.2,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,5,5,42.8,139.7,96.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,5,10,35.9,122.5,86.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,10,1,35.1,163.1,128.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,10,5,31.9,111.0,79.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-10-31,10,10,31.5,93.8,62.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,1,5,85.6,150.6,65.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,1,10,44.5,137.6,93.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,5,1,73.5,217.9,144.4,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,5,5,44.5,145.3,100.8,1.0
