epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2,swaption_priced_frac,path_finite_frac,anchor_rmse_bp,recon_rmse_bps,nan_batches,gnorm_lam0,gnorm_scale,lr,lambda0_norm,lambda0_l1,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,lambda0_v1,lambda0_v2,lambda0_v3,lambda0_v4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
204,1781.0,7.9,5.143568813800812,2.614141285419464,6.5326521507813595e-06,1.0,0.94281005859375,,,0,0.0,0.0,0.00046787748669463767,0.08074288815259933,0.11668398231267929,0.1386280208826065,0.16132548451423645,0.19110098481178284,0.11645890772342682,0.08562673628330231,0.022235512733459473,0.012591383419930935,-0.07639797776937485,0.005459107458591461,-110.2875,,,,,,,,,
205,1789.4,8.367,7.004678964614868,1.6412156969308853,6.538419938806328e-06,1.0,0.939697265625,,,0,0.0,0.0,0.0004674709272295464,0.08118709921836853,0.11712183803319931,0.13826391100883484,0.1606437861919403,0.19073952734470367,0.11650203168392181,0.08517029136419296,0.022483648732304573,0.01230952050536871,-0.07683856785297394,0.005490101408213377,-81.3875,,,,,,,,,
206,1797.8,8.445,6.386996507644653,1.635427549481392,6.6186266849399544e-06,1.0,0.940673828125,,,0,0.0,0.0,0.00046706199008402877,0.08162698149681091,0.11760415881872177,0.13785427808761597,0.15996472537517548,0.19008475542068481,0.11659887433052063,0.08476873487234116,0.02279444970190525,0.01205542404204607,-0.07725128531455994,0.00550299696624279,-19.224999999999998,,,,,,,,,
207,1807.0,9.171,4.108421504497528,1.6259596049785614,6.685559924335394e-06,1.0,0.940185546875,,,0,0.0,0.0,0.000466650679730156,0.08194252103567123,0.11799729615449905,0.13764114677906036,0.15948748588562012,0.19011634588241577,0.11646731942892075,0.08449345082044601,0.023260977119207382,0.011829535476863384,-0.07748670130968094,0.005420078989118338,-104.16250000000001,,,,,,,,,
208,1815.5,8.488,4.8969820737838745,1.465268611907959,6.757843607374525e-06,1.0,0.93646240234375,,,0,0.0,0.0,0.0004662370006659522,0.08264246582984924,0.1190991997718811,0.13720105588436127,0.1589474231004715,0.18983912467956543,0.11587995290756226,0.08413773775100708,0.023848863318562508,0.012257951311767101,-0.07801251113414764,0.004979878664016724,-67.9375,,,,,,,,,
209,1823.7,8.249,6.316781938076019,2.3552918434143066,6.8748067860724404e-06,1.0,0.9473876953125,,,0,0.0,0.0,0.0004658209574153453,0.08324729651212692,0.12025279551744461,0.13677085936069489,0.15821844339370728,0.18960286676883698,0.11529398709535599,0.0839681401848793,0.024246707558631897,0.012731211259961128,-0.07846659421920776,0.004808285739272833,-69.66250000000001,,,,,,,,,
210,1832.5,8.733,3.929361328482628,1.6071181297302246,6.9648078806494595e-06,1.0,0.94549560546875,,,0,0.0,0.0,0.00046540255452811767,0.08390457183122635,0.12141893804073334,0.13604645431041718,0.15702171623706818,0.18893961608409882,0.11424658447504044,0.08397789299488068,0.024793360382318497,0.012946276925504208,-0.07896476238965988,0.004714533220976591,-143.0125,,,,,,,,,
211,1841.2,8.775,5.30024254322052,1.2469235956668854,7.077231884977664e-06,1.0,0.9442138671875,,,0,0.0,0.0,0.00046498179657985633,0.0845770388841629,0.12262170761823654,0.1352686882019043,0.15586134791374207,0.1882883906364441,0.11296891421079636,0.08395609259605408,0.02548794634640217,0.012937824241816998,-0.079459547996521,0.004736387636512518,-38.199999999999996,,,,,,,,,
212,1849.9,8.684,6.2641061544418335,2.402081847190857,7.200315849331673e-06,1.0,0.944091796875,,,0,0.0,0.0,0.00046455868817190266,0.08527608960866928,0.12382154911756516,0.13456577062606812,0.1549520641565323,0.18769517540931702,0.11163458228111267,0.08398127555847168,0.026168404147028923,0.012889162637293339,-0.07998936623334885,0.004774617496877909,-127.17500000000001,,,,,,,,,
213,1858.2,8.331,5.409427165985107,1.6762649863958359,7.3244187888121814e-06,1.0,0.94580078125,,,0,0.0,0.0,0.00046413323393130253,0.08626279979944229,0.12519654631614685,0.13408446311950684,0.15517492592334747,0.18645396828651428,0.11089110374450684,0.08381783217191696,0.026638971641659737,0.013415930792689323,-0.08082718402147293,0.004314465448260307,-126.6875,,,,,,,,,
214,1867.0,8.744,4.986895203590393,1.3255739659070969,7.513075161114102e-06,1.0,0.94451904296875,,,0,0.0,0.0,0.0004637054385107552,0.08722030371427536,0.12640562653541565,0.13368746638298035,0.15528425574302673,0.18556465208530426,0.11026477813720703,0.08363619446754456,0.027137165889143944,0.01381367165595293,-0.08164318650960922,0.003811605041846633,-66.225,,,,,,,,,
215,1875.0,7.968,6.963641285896301,1.3976737260818481,7.642948389730009e-06,1.0,0.951416015625,,,0,0.0,0.0,0.00046327530658856294,0.08757048100233078,0.12655961513519287,0.13334901630878448,0.15540200471878052,0.18437375128269196,0.11033070832490921,0.08328961580991745,0.027324754744768143,0.013951978646218777,-0.08195240795612335,0.0033304698299616575,-95.3125,,,,,,,,,
216,1883.3,8.312,5.023927569389343,1.4558357000350952,7.660390792807448e-06,1.0,0.94873046875,,,0,0.0,0.0,0.00046284284286857966,0.08732110261917114,0.12604130804538727,0.13314062356948853,0.15562599897384644,0.18377326428890228,0.11025894433259964,0.08290430903434753,0.027386106550693512,0.013905399478971958,-0.08168362081050873,0.00306618376635015,-32.1125,,,,,,,,,
217,1891.4,8.139,4.971185922622681,0.9142665341496468,7.616541211064032e-06,1.0,0.94635009765625,,,0,0.0,0.0,0.0004624080520801591,0.0870746299624443,0.12545952200889587,0.132997065782547,0.1552126109600067,0.18371199071407318,0.11016552895307541,0.08289816230535507,0.027353620156645775,0.013634106144309044,-0.08147961646318436,0.0029921806417405605,1.8249999999999984,,,,,,,,,
218,1901.5,10.084,5.759084463119507,0.8882241547107697,7.556270816166943e-06,1.0,0.94146728515625,,,0,0.0,0.0,0.00046197093897810374,0.08675564080476761,0.12478537857532501,0.1328570544719696,0.155193492770195,0.18395960330963135,0.10952724516391754,0.08274785429239273,0.026951860636472702,0.01308104395866394,-0.08134759962558746,0.003404867835342884,-24.749999999999996,,,,,,,,,
219,1910.3,8.838,4.928664684295654,1.4408113658428192,7.4986579647884355e-06,1.0,0.94915771484375,,,0,0.0,0.0,0.00046153150834261247,0.0863950327038765,0.12443478405475616,0.13275419175624847,0.15585780143737793,0.18372181057929993,0.10887030512094498,0.08256684243679047,0.026425113901495934,0.013172009959816933,-0.08110731840133667,0.0037303445860743523,-20.349999999999998,,,,,,,,,
220,1918.8,8.47,4.2167680859565735,1.4358489960432053,7.4755359946721e-06,1.0,0.94818115234375,,,0,0.0,0.0,0.0004610897649792284,0.08671197295188904,0.1250176876783371,0.1324659138917923,0.15580540895462036,0.18315722048282623,0.1085025742650032,0.08239848911762238,0.026673391461372375,0.013172726146876812,-0.08135998994112015,0.003811582224443555,-131.175,,,,,,,,,
221,1927.1,8.263,5.770095229148865,0.7255290001630783,7.549839551757032e-06,1.0,0.94622802734375,,,0,0.0,0.0,0.000460645713718786,0.08703748881816864,0.12560899555683136,0.13243788480758667,0.15544460713863373,0.18348900973796844,0.10841540992259979,0.0824025347828865,0.02695862017571926,0.013182040303945541,-0.08160943537950516,0.0038589045871049166,-4.987499999999997,,,,,,,,,
222,1936.0,8.922,4.265393704175949,1.1585103273391724,7.56225176701264e-06,1.0,0.9473876953125,,,0,0.0,0.0,0.0004601993594173588,0.08672779053449631,0.1254708617925644,0.13280710577964783,0.15551376342773438,0.1839001625776291,0.10904534161090851,0.08276916295289993,0.026483062654733658,0.013365084305405617,-0.08138665556907654,0.004236055072396994,-22.487499999999997,,,,,,,,,
223,1944.6,8.604,3.799012839794159,1.6083225905895233,7.522718874497514e-06,1.0,0.95001220703125,,,0,0.0,0.0,0.0004597507069562059,0.08700867742300034,0.12581096589565277,0.1332143098115921,0.15605783462524414,0.18374009430408478,0.10976827144622803,0.08329106122255325,0.026293503120541573,0.013325076550245285,-0.08174227923154831,0.004450100939720869,-113.57500000000002,,,,,,,,,
224,1953.8,9.181,3.7476296424865723,2.5379902720451355,7.599585501338879e-06,1.0,0.94775390625,,,0,0.0,0.0,0.00045929976124171873,0.08733704686164856,0.12640559673309326,0.13350269198417664,0.1568162590265274,0.18363988399505615,0.10993099212646484,0.08362365514039993,0.026114044710993767,0.013575601391494274,-0.08209872245788574,0.0046172295697033405,-91.375,,,,,,,,,
225,1962.3,8.558,5.430870473384857,1.7839586846530437,7.631073458469473e-06,1.0,0.9456787109375,,,0,0.0,0.0,0.0004588465272053675,0.08740932494401932,0.12715953588485718,0.13366219401359558,0.1576346606016159,0.1833125799894333,0.10981614887714386,0.08388536423444748,0.026168737560510635,0.014104611240327358,-0.08205684274435043,0.004829349461942911,-67.17500000000001,,,,,,,,,
226,1970.4,8.06,6.623892188072205,1.2485643327236176,7.654876526430598e-06,1.0,0.9493408203125,,,0,0.0,0.0,0.0004583910098036468,0.08773139119148254,0.1279713660478592,0.13358134031295776,0.1581285446882248,0.18249811232089996,0.10988049954175949,0.0838182121515274,0.026339851319789886,0.014388631097972393,-0.0822887197136879,0.004954165313392878,-49.1125,,,,,,,,,
227,1979.9,9.513,3.8666515946388245,1.3039226979017258,7.73472720538848e-06,1.0,0.94403076171875,,,0,0.0,0.0,0.0004579332140180221,0.08838893473148346,0.12895123660564423,0.133243590593338,0.15810833871364594,0.18127264082431793,0.10999202728271484,0.08360136300325394,0.02686060220003128,0.014525764621794224,-0.08281005173921585,0.004754821769893169,-79.075,,,,,,,,,
228,1988.2,8.335,5.136582136154175,1.1975027769804,7.876747758928104e-06,1.0,0.94744873046875,,,0,0.0,0.0,0.0004574731448548747,0.0894322395324707,0.129740372300148,0.13302943110466003,0.15829910337924957,0.18003985285758972,0.11002570390701294,0.08375304937362671,0.02722548134624958,0.01482521090656519,-0.08379713445901871,0.0038925434928387403,-10.649999999999999,,,,,,,,,
229,1996.3,8.073,5.77949446439743,1.001118004322052,8.08946674624167e-06,1.0,0.9437255859375,,,0,0.0,0.0,0.0004570108073454473,0.09071486443281174,0.13053250312805176,0.1329392045736313,0.15888410806655884,0.17910607159137726,0.11016973853111267,0.08359690010547638,0.027622602880001068,0.015242945402860641,-0.08501043170690536,0.0026565236039459705,7.512499999999996,,,,,,,,,
230,2005.3,9.03,4.583631813526154,1.3532235026359558,8.262993787866435e-06,1.0,0.9481201171875,,,0,0.0,0.0,0.00045654620654578883,0.09105349332094193,0.13062474131584167,0.13315005600452423,0.15961435437202454,0.17922717332839966,0.11032639443874359,0.08343233168125153,0.027339881286025047,0.01521560549736023,-0.08546926826238632,0.0025999906938523054,-58.775,,,,,,,,,
231,2013.7,8.384,4.64164674282074,2.057277590036392,8.294244480566704e-06,1.0,0.95050048828125,,,0,0.0,0.0,0.00045607934753669926,0.0912024974822998,0.13055892288684845,0.13352210819721222,0.1603437066078186,0.179948091506958,0.11051910370588303,0.08327750116586685,0.027032045647501945,0.015215207822620869,-0.08572617173194885,0.0025854932609945536,-156.7,,,,,,,,,
232,2022.0,8.279,5.474143713712692,1.6019428819417953,8.356358421224286e-06,1.0,0.9451904296875,,,0,0.0,0.0,0.00045561023542367384,0.09174741059541702,0.1309950202703476,0.1337372213602066,0.16091884672641754,0.18055318295955658,0.1102200448513031,0.0832568109035492,0.027114778757095337,0.015265185385942459,-0.08627796918153763,0.002337082289159298,-9.087500000000002,,,,,,,,,
233,2030.9,8.875,5.295691937208176,1.5522082820534706,8.449917913821992e-06,1.0,0.94488525390625,,,0,0.0,0.0,0.00045513887533684744,0.09238480776548386,0.13154704868793488,0.13389742374420166,0.16159692406654358,0.18094933032989502,0.11012430489063263,0.08291913568973541,0.027223220095038414,0.015344586223363876,-0.08691449463367462,0.0020647523924708366,-106.2875,,,,,,,,,
234,2039.7,8.782,4.725114583969116,1.2663163989782333,8.578119150115526e-06,1.0,0.94384765625,,,0,0.0,0.0,0.0004546652724309385,0.0929516926407814,0.13211198151111603,0.1340472549200058,0.16280445456504822,0.1807282567024231,0.1101294755935669,0.08252685517072678,0.027045924216508865,0.015716593712568283,-0.08751081675291061,0.0018386354204267263,-26.5625,,,,,,,,,
235,2048.4,8.694,4.168714344501495,1.4210812151432037,8.693632480571978e-06,1.0,0.94708251953125,,,0,0.0,0.0,0.00045418943188519256,0.09358644485473633,0.13267776370048523,0.13400626182556152,0.163643941283226,0.1799631416797638,0.11022398620843887,0.082194022834301,0.02706988714635372,0.015890933573246002,-0.08815140277147293,0.001565548125654459,-54.3125,,,,,,,,,
236,2056.5,8.112,5.564282715320587,1.5336166322231293,8.799431270745117e-06,1.0,0.94818115234375,,,0,0.0,0.0,0.0004537113589033255,0.09409662336111069,0.13264702260494232,0.13378296792507172,0.16446109116077423,0.1785864681005478,0.11015071719884872,0.08193356543779373,0.026896923780441284,0.015566651709377766,-0.08880604058504105,0.0013774092076346278,-138.16250000000002,,,,,,,,,
237,2064.9,8.44,5.73331481218338,2.1381768882274628,8.847548997437116e-06,1.0,0.94219970703125,,,0,0.0,0.0,0.00045323105871346693,0.09390398859977722,0.13195790350437164,0.13344638049602509,0.165254145860672,0.1770976036787033,0.10962466895580292,0.08180908858776093,0.026155764237046242,0.015328898094594479,-0.0888609066605568,0.001612335559912026,-73.0375,,,,,,,,,
238,2072.9,8.009,6.2803438901901245,2.1764656603336334,8.806720643406152e-06,1.0,0.9461669921875,,,0,0.0,0.0,0.00045274853656810277,0.09381867200136185,0.13143335282802582,0.1333518624305725,0.1658242642879486,0.1762571781873703,0.10981908440589905,0.08150696754455566,0.025576116517186165,0.015042421407997608,-0.0889841616153717,0.001830651774071157,-41.2,,,,,,,,,
239,2081.7,8.788,3.2690773010253906,1.3253549486398697,8.811909538053442e-06,1.0,0.944580078125,,,0,0.0,0.0,0.0004522637977440179,0.09400930255651474,0.1310681700706482,0.1333926022052765,0.16658589243888855,0.17552347481250763,0.11039254069328308,0.08106847107410431,0.02527240291237831,0.0146257933229208,-0.08934089541435242,0.0018290869193151593,-94.275,,,,,,,,,
240,2090.6,8.881,4.358562707901001,1.8086113557219505,8.839346946842852e-06,1.0,0.9393310546875,,,0,0.0,0.0,0.00045177684754223836,0.09394937753677368,0.13065877556800842,0.1335408091545105,0.1673801988363266,0.1751556247472763,0.1108870878815651,0.0807403028011322,0.02483201026916504,0.014774981886148453,-0.08937986940145493,0.0016719043487682939,-95.875,,,,,,,,,
241,2098.5,7.889,7.564895749092102,1.7409179657697678,8.819271897664294e-06,1.0,0.94793701171875,,,0,0.0,0.0,0.0004512876912879737,0.09377957880496979,0.13017065823078156,0.1337205469608307,0.16780780255794525,0.1754884570837021,0.11121264100074768,0.08037325739860535,0.02453635446727276,0.015055938623845577,-0.08924185484647751,0.001336513552814722,-56.5,,,,,,,,,
242,2107.6,9.136,4.859097242355347,1.3859220445156097,8.737095868127653e-06,1.0,0.94061279296875,,,0,0.0,0.0,0.00045079633433055814,0.09300548583269119,0.12929753959178925,0.13401545584201813,0.1685396283864975,0.1759069710969925,0.1114947497844696,0.0801204964518547,0.023896653205156326,0.015384766273200512,-0.08854441344738007,0.0014717133017256856,-51.3125,,,,,,,,,
243,2116.2,8.565,4.345922112464905,2.3982090204954147,8.614880925961188e-06,1.0,0.94573974609375,,,0,0.0,0.0,0.00045030278204339274,0.09269588440656662,0.12889039516448975,0.13431566953659058,0.16901877522468567,0.17673780024051666,0.11155736446380615,0.07994874566793442,0.023572305217385292,0.015517531894147396,-0.08828235417604446,0.0015181999187916517,-74.9875,,,,,,,,,
244,2124.7,8.503,8.219084739685059,1.5852677375078201,8.601022955190274e-06,1.0,0.9459228515625,,,0,0.0,0.0,0.0004498070398238863,0.09279467910528183,0.12889565527439117,0.13452525436878204,0.16935677826404572,0.1772565096616745,0.11148055642843246,0.08000718802213669,0.023567363619804382,0.015702884644269943,-0.08835862576961517,0.0012667829869315028,-82.85000000000001,,,,,,,,,
245,2134.2,9.557,3.6713460087776184,2.370061904191971,8.647323738841806e-06,1.0,0.939208984375,,,0,0.0,0.0,0.0004493091130933962,0.09334126859903336,0.1290200799703598,0.1343429982662201,0.16957004368305206,0.17637845873832703,0.11100577563047409,0.0804176852107048,0.023556308820843697,0.015788663178682327,-0.08892609924077988,0.0007490048883482814,-85.1625,,,,,,,,,
246,2142.8,8.586,3.986363708972931,2.145846925675869,8.750269898882834e-06,1.0,0.93939208984375,,,0,0.0,0.0,0.0004488090072971695,0.0936872586607933,0.12934663891792297,0.13416258990764618,0.16969095170497894,0.17566080391407013,0.11084426939487457,0.08045434951782227,0.023323511704802513,0.015797091647982597,-0.08934760838747025,0.000878421647939831,-34.8875,,,,,,,,,
247,2151.7,8.834,3.6421380639076233,1.4721408486366272,8.762119705352234e-06,1.0,0.93768310546875,,,0,0.0,0.0,0.000448306727904283,0.09347555786371231,0.12916196882724762,0.13433274626731873,0.17079676687717438,0.17538292706012726,0.11067280918359756,0.08047850430011749,0.022731252014636993,0.016295574605464935,-0.08918815851211548,0.0009469899232499301,-103.7125,,,,,,,,,
248,2160.7,9.062,3.883392035961151,1.9853329956531525,8.7248206455115e-06,1.0,0.94097900390625,,,0,0.0,0.0,0.00044780228040758357,0.0932525247335434,0.12915031611919403,0.13442465662956238,0.17139564454555511,0.17523157596588135,0.11061321943998337,0.08045818656682968,0.02240053378045559,0.016879376024007797,-0.08892946690320969,0.0009409321937710047,-89.325,,,,,,,,,
249,2169.5,8.794,5.044233828783035,3.13174107670784,8.662611435283907e-06,1.0,0.9364013671875,,,0,0.0,0.0,0.0004472956703236285,0.09269118309020996,0.1287357211112976,0.13478806614875793,0.17247295379638672,0.1759815514087677,0.11055982857942581,0.0801379606127739,0.021706873551011086,0.017727859318256378,-0.08834750205278397,0.0009534989367239177,-169.9625,,,,,,,,,
250,2178.4,8.853,4.8484130799770355,1.985899269580841,8.542993327864679e-06,1.0,0.9334716796875,,,0,0.0,0.0,0.0004467869031926242,0.0919734463095665,0.12806309759616852,0.13518880307674408,0.17405764758586884,0.17597056925296783,0.1105768010020256,0.08015018701553345,0.02080618031322956,0.01868376135826111,-0.0876140147447586,0.0009591409470885992,-52.862500000000004,,,,,,,,,
251,2187.9,9.536,4.962498337030411,2.2045424729585648,8.42331382955308e-06,1.0,0.93206787109375,,,0,0.0,0.0,0.00044627598457836664,0.09131960570812225,0.12775160372257233,0.1356476992368698,0.1753677874803543,0.17614537477493286,0.11088167130947113,0.08019597083330154,0.020412854850292206,0.019129041582345963,-0.08691950887441635,0.0012901988811790943,-176.45,,,,,,,,,
252,2195.9,7.973,6.748747229576111,2.5259287655353546,8.291077847388806e-06,1.0,0.932373046875,,,0,0.0,0.0,0.0004457629200681799,0.09084732085466385,0.12741701304912567,0.1358310729265213,0.17567840218544006,0.1760069578886032,0.11151187121868134,0.08012706786394119,0.01993158645927906,0.019361592829227448,-0.08647766709327698,0.001646176795475185,-76.525,,,,,,,,,
253,2205.2,9.31,4.107419073581696,1.8664877265691757,8.243807087637833e-06,1.0,0.92974853515625,,,0,0.0,0.0,0.00044524771527285523,0.09077414870262146,0.12732794880867004,0.13606740534305573,0.17622318863868713,0.17612500488758087,0.11193982511758804,0.07998157292604446,0.01953478716313839,0.020031990483403206,-0.08634260296821594,0.0014185552718117833,-35.8375,,,,,,,,,
254,2213.6,8.443,5.9258809089660645,3.57119882106781,8.24327185000584e-06,1.0,0.93896484375,,,0,0.0,0.0,0.00044473037582658985,0.09077942371368408,0.12719117105007172,0.13621287047863007,0.17644084990024567,0.17624732851982117,0.11217223107814789,0.07999103516340256,0.019103270024061203,0.020756041631102562,-0.08627889305353165,0.0010529588907957077,-61.525000000000006,,,,,,,,,
255,2223.6,9.985,3.9387032985687256,2.551490306854248,8.247130836025462e-06,1.0,0.9224853515625,,,0,0.0,0.0,0.000444210907386925,0.09075988084077835,0.12716999650001526,0.1362355798482895,0.1766289919614792,0.17612208425998688,0.11220338940620422,0.07998783141374588,0.018725156784057617,0.021299466490745544,-0.08621010929346085,0.000935258693061769,-140.275,,,,,,,,,
256,2232.8,9.16,3.5035082697868347,2.4656940698623657,8.242206831710064e-06,1.0,0.929443359375,,,0,0.0,0.0,0.0004436893156346842,0.09091652929782867,0.12736469507217407,0.13593360781669617,0.17674924433231354,0.1749371886253357,0.11213281750679016,0.07991520315408707,0.018602153286337852,0.02170598693192005,-0.08630211651325226,0.0007544463151134551,-123.32500000000002,,,,,,,,,
257,2241.6,8.84,4.902316689491272,3.2974905371665955,8.263054724011454e-06,1.0,0.9368896484375,,,0,0.0,0.0,0.0004431656062739114,0.09096492826938629,0.12812213599681854,0.13573716580867767,0.17736521363258362,0.1736454963684082,0.11203714460134506,0.07990077883005142,0.018425293266773224,0.02294563688337803,-0.08607067167758942,0.0006805385346524417,-185.14999999999998,,,,,,,,,
258,2249.8,8.214,6.25497180223465,2.3177766650915146,8.299428372993134e-06,1.0,0.93133544921875,,,0,0.0,0.0,0.00044263978503180826,0.09149505943059921,0.12934942543506622,0.13536463677883148,0.17756418883800507,0.1721113622188568,0.11181896924972534,0.0799640491604805,0.018377428874373436,0.02378944121301174,-0.08641229569911957,0.0007702521397732198,-80.625,,,,,,,,,
259,2259.9,10.057,3.541296511888504,3.317147374153137,8.422424343734747e-06,1.0,0.93115234375,,,0,0.0,0.0,0.00044211185765867175,0.09221860021352768,0.13057541847229004,0.13493667542934418,0.17695993185043335,0.17108003795146942,0.11171562969684601,0.07999108731746674,0.018666250631213188,0.024079466238617897,-0.08703672885894775,0.0007929807179607451,-140.9875,,,,,,,,,
260,2268.9,9.011,3.6867511868476868,2.1315647959709167,8.54129621075117e-06,1.0,0.9283447265625,,,0,0.0,0.0,0.0004415818299278308,0.09278496354818344,0.13147175312042236,0.13483449816703796,0.1770738959312439,0.17057451605796814,0.11177527904510498,0.07991432398557663,0.01854090206325054,0.024153972044587135,-0.08763888478279114,0.0011380005162209272,-137.5,,,,,,,,,
261,2278.0,9.094,3.4739361703395844,2.1275622323155403,8.666441090099397e-06,1.0,0.92779541015625,,,0,0.0,0.0,0.0004410497076355839,0.09355869889259338,0.13253605365753174,0.13471980392932892,0.177174374461174,0.16992230713367462,0.11187154799699783,0.079911008477211,0.01868828572332859,0.02431323193013668,-0.08838280290365219,0.0011517353123053908,-55.0375,,,,,,,,,
262,2286.8,8.844,4.73353374004364,3.1088071763515472,8.808832490103669e-06,1.0,0.93310546875,,,0,0.0,0.0,0.00044051549660113515,0.09441064298152924,0.1338152438402176,0.13433369994163513,0.17674069106578827,0.16884590685367584,0.11208486557006836,0.07966331392526627,0.019265802577137947,0.02411126159131527,-0.08921518921852112,0.0012229764834046364,-137.04999999999998,,,,,,,,,
263,2295.8,8.964,5.295969724655151,2.1798979938030243,8.96032724995166e-06,1.0,0.92803955078125,,,0,0.0,0.0,0.00043997920266653087,0.09506475180387497,0.13470414280891418,0.13406389951705933,0.17661292850971222,0.16813187301158905,0.11197463423013687,0.07953613996505737,0.019700337201356888,0.023911383002996445,-0.0898662656545639,0.0012261644005775452,-82.7,,,,,,,,,
264,2304.6,8.807,5.064452111721039,2.6884202510118484,9.080664085558965e-06,1.0,0.9317626953125,,,0,0.0,0.0,0.0004394408316965956,0.09556742012500763,0.1354193538427353,0.13353770971298218,0.17651419341564178,0.1666659265756607,0.11151338368654251,0.07945733517408371,0.02003599889576435,0.023816565051674843,-0.09034920483827591,0.001217585289850831,-239.2625,,,,,,,,,
265,2314.0,9.388,4.561372011899948,2.1906325817108154,9.182514759231708e-06,1.0,0.9322509765625,,,0,0.0,0.0,0.0004389003895788679,0.09614918380975723,0.13584032654762268,0.13286225497722626,0.17567025125026703,0.16557322442531586,0.11097148060798645,0.07923408597707748,0.020093392580747604,0.02361859567463398,-0.09100450575351715,0.0011238256702199578,-112.82499999999999,,,,,,,,,
266,2322.3,8.312,5.257390081882477,2.6447899639606476,9.2542395577766e-06,1.0,0.9361572265625,,,0,0.0,0.0,0.00043835788222353625,0.09635433554649353,0.1359459012746811,0.13207697868347168,0.17493470013141632,0.16413749754428864,0.11011574417352676,0.07911999523639679,0.019742172211408615,0.02340693399310112,-0.09134779870510101,0.0014489995082840323,-56.787499999999994,,,,,,,,,
267,2330.7,8.393,6.356242299079895,3.2738373279571533,9.316129990111222e-06,1.0,0.9320068359375,,,0,0.0,0.0,0.00043781331556337426,0.096793994307518,0.13636751472949982,0.1313999593257904,0.17424264550209045,0.16292481124401093,0.10937756299972534,0.07905484735965729,0.019682465121150017,0.023045966401696205,-0.09191068261861801,0.0017283951165154576,-116.48750000000001,,,,,,,,,
268,2339.8,9.149,3.5612537264823914,2.013883888721466,9.40280392569548e-06,1.0,0.9371337890625,,,0,0.0,0.0,0.0004372666955536756,0.09709975868463516,0.13641197979450226,0.1312081515789032,0.1742592304944992,0.16207678616046906,0.10936718434095383,0.07912936806678772,0.019611787050962448,0.022712213918566704,-0.09232987463474274,0.001758115366101265,-141.125,,,,,,,,,
269,2349.9,10.025,4.490557610988617,2.488732323050499,9.437070730200503e-06,1.0,0.93084716796875,,,0,0.0,0.0,0.0004367180281721891,0.0971914678812027,0.13629193603992462,0.13093909621238708,0.1745484620332718,0.16075386106967926,0.10936397314071655,0.07909010350704193,0.019334033131599426,0.022421792149543762,-0.09255106747150421,0.0019850425887852907,-118.1375,,,,,,,,,
270,2358.8,8.926,5.005928993225098,2.602247327566147,9.444305305805756e-06,1.0,0.9351806640625,,,0,0.0,0.0,0.0004361673194190534,0.09713248163461685,0.13594430685043335,0.13103404641151428,0.17580994963645935,0.16001345217227936,0.1093139797449112,0.07899879664182663,0.018913766369223595,0.022232359275221825,-0.09261724352836609,0.002180936746299267,-99.27499999999999,,,,,,,,,
271,2367.7,8.862,4.5670166015625,2.086361885070801,9.429708370589651e-06,1.0,0.93792724609375,,,0,0.0,0.0,0.0004356145753167311,0.09706611931324005,0.13575705885887146,0.1312207281589508,0.17746005952358246,0.1601887196302414,0.10866445302963257,0.07856966555118561,0.01864262856543064,0.022224687039852142,-0.09260191023349762,0.002287838142365217,-92.25,,,,,,,,,
272,2376.7,9.036,4.526821255683899,1.8206263780593872,9.43728991842363e-06,1.0,0.930908203125,,,0,0.0,0.0,0.0004350598019099433,0.09730464220046997,0.1358730047941208,0.1312328279018402,0.1787748485803604,0.16001227498054504,0.10812059789896011,0.07802357524633408,0.018704282119870186,0.022288907319307327,-0.09282965958118439,0.002050143899396062,-79.5625,,,,,,,,,
273,2385.1,8.385,5.255435466766357,2.1321324855089188,9.50160597312788e-06,1.0,0.93310546875,,,0,0.0,0.0,0.00043450300526560304,0.09769018739461899,0.13618586957454681,0.13142108917236328,0.17995961010456085,0.15985959768295288,0.10821284353733063,0.07765233516693115,0.018747087568044662,0.022949600592255592,-0.09307652711868286,0.0014126390451565385,-72.1125,,,,,,,,,
274,2393.8,8.746,4.5907509326934814,2.7388777434825897,9.557894827594282e-06,1.0,0.92889404296875,,,0,0.0,0.0,0.00043394419147274913,0.09782049804925919,0.1362994760274887,0.13166534900665283,0.1812618225812912,0.15961456298828125,0.10857081413269043,0.07721415162086487,0.018704457208514214,0.023501712828874588,-0.0930895060300827,0.0010038004256784916,-68.3125,,,,,,,,,
275,2401.8,8.003,5.92250657081604,3.20599827170372,9.555110182191129e-06,1.0,0.93182373046875,,,0,0.0,0.0,0.0004333833666424797,0.09757687896490097,0.13603636622428894,0.13206622004508972,0.1828117072582245,0.15975333750247955,0.10883999615907669,0.07685980200767517,0.018374914303421974,0.023941222578287125,-0.09278770536184311,0.0009325150749646127,-164.05,,,,,,,,,
