date,expiry,tenor,sigma_mkt,sigma_mod1,ratio,path_frac
2022-03-31,5,1,105.0,494.2,4.707,1.0
2022-03-31,5,5,69.4,337.8,4.868,1.0
2022-03-31,5,10,55.7,300.3,5.391,1.0
2022-03-31,10,1,55.9,312.6,5.593,1.0
2022-03-31,10,5,55.1,210.2,3.815,1.0
2022-03-31,10,10,61.2,185.2,3.027,1.0
2022-04-29,1,1,72.2,678.3,9.395,1.0
2022-04-29,1,5,62.7,505.5,8.063,1.0
2022-04-29,1,10,52.7,512.4,9.723,1.0
2022-04-29,5,1,59.0,456.9,7.744,1.0
2022-04-29,5,5,46.6,321.2,6.893,1.0
2022-04-29,5,10,41.4,280.5,6.774,1.0
2022-04-29,10,1,36.1,277.2,7.679,1.0
2022-04-29,10,5,37.1,209.0,5.633,1.0
2022-04-29,10,10,41.6,179.6,4.317,1.0
2022-05-31,1,1,64.5,677.1,10.498,1.0
2022-05-31,1,5,54.9,497.2,9.057,1.0
2022-05-31,1,10,45.0,510.6,11.346,1.0
2022-05-31,5,1,49.6,440.6,8.882,1.0
2022-05-31,5,5,40.1,324.6,8.095,1.0
2022-05-31,5,10,36.0,284.1,7.89,1.0
2022-05-31,10,1,31.8,271.8,8.547,1.0
2022-05-31,10,5,32.0,202.6,6.331,1.0
2022-05-31,10,10,34.1,173.3,5.082,1.0
2022-06-30,1,1,68.2,631.7,9.262,1.0
2022-06-30,1,5,57.2,494.7,8.648,1.0
2022-06-30,1,10,46.0,481.6,10.47,1.0
2022-06-30,5,1,44.0,410.6,9.332,1.0
2022-06-30,5,5,36.6,305.5,8.346,1.0
2022-06-30,5,10,32.5,280.2,8.621,1.0
2022-06-30,10,1,29.6,258.1,8.718,1.0
2022-06-30,10,5,29.0,198.6,6.847,1.0
2022-06-30,10,10,30.9,170.3,5.51,1.0
2022-07-29,1,1,107.6,697.7,6.484,1.0
2022-07-29,1,5,83.7,530.3,6.335,1.0
2022-07-29,1,10,61.4,569.9,9.282,1.0
2022-07-29,5,1,57.3,442.1,7.716,1.0
2022-07-29,5,5,47.4,323.1,6.816,1.0
2022-07-29,5,10,42.8,276.4,6.458,1.0
2022-07-29,10,1,35.8,266.8,7.452,1.0
2022-07-29,10,5,38.0,218.8,5.758,1.0
2022-07-29,10,10,42.9,178.3,4.156,1.0
2022-08-31,1,1,62.8,562.5,8.956,1.0
2022-08-31,1,5,60.7,458.2,7.549,1.0
2022-08-31,1,10,50.7,486.3,9.592,1.0
2022-08-31,5,1,50.6,372.3,7.357,1.0
2022-08-31,5,5,41.1,282.6,6.877,1.0
2022-08-31,5,10,36.2,265.5,7.334,1.0
2022-08-31,10,1,34.1,226.9,6.653,1.0
2022-08-31,10,5,34.1,186.7,5.475,1.0
2022-08-31,10,10,35.8,161.3,4.506,1.0
2022-09-30,1,1,51.1,519.0,10.157,1.0
2022-09-30,1,5,53.1,391.6,7.375,1.0
2022-09-30,1,10,49.3,449.0,9.108,1.0
2022-09-30,5,1,43.7,341.8,7.822,1.0
2022-09-30,5,5,39.2,254.2,6.484,1.0
2022-09-30,5,10,36.5,245.5,6.726,1.0
2022-09-30,10,1,33.6,210.3,6.259,1.0
2022-09-30,10,5,34.3,173.9,5.07,1.0
2022-09-30,10,10,37.9,159.3,4.203,1.0
2022-10-31,1,1,42.7,485.5,11.371,1.0
2022-10-31,1,5,46.9,365.6,7.796,1.0
2022-10-31,1,10,46.5,461.8,9.932,1.0
2022-10-31,5,1,42.3,328.0,7.754,1.0
2022-10-31,5,5,37.7,261.6,6.94,1.0
2022-10-31,5,10,35.3,240.9,6.825,1.0
2022-10-31,10,1,31.6,212.7,6.731,1.0
2022-10-31,10,5,31.4,174.2,5.547,1.0
2022-10-31,10,10,33.6,157.5,4.687,1.0
2022-11-30,1,1,41.9,488.3,11.654,1.0
2022-11-30,1,5,49.8,407.0,8.174,1.0
2022-11-30,1,10,48.4,467.5,9.659,1.0
2022-11-30,5,1,48.4,328.1,6.78,1.0
2022-11-30,5,5,42.6,272.3,6.392,1.0
2022-11-30,5,10,39.9,261.9,6.564,1.0
2022-11-30,10,1,35.8,214.6,5.994,1.0
2022-11-30,10,5,36.5,173.8,4.76,1.0
2022-11-30,10,10,39.7,164.0,4.13,1.0
2022-12-30,1,1,34.0,430.2,12.652,1.0
2022-12-30,1,5,39.6,361.5,9.13,1.0
2022-12-30,1,10,38.3,445.6,11.635,1.0
2022-12-30,5,1,37.4,296.7,7.932,1.0
2022-12-30,5,5,33.9,244.8,7.222,1.0
2022-12-30,5,10,33.0,232.1,7.032,1.0
2022-12-30,10,1,30.6,199.5,6.521,1.0
2022-12-30,10,5,31.4,162.6,5.178,1.0
2022-12-30,10,10,33.6,148.8,4.43,1.0
2023-01-31,1,1,28.7,431.2,15.024,1.0
2023-01-31,1,5,35.7,399.1,11.179,1.0
2023-01-31,1,10,35.5,449.8,12.671,1.0
2023-01-31,5,1,36.0,294.0,8.167,1.0
2023-01-31,5,5,32.8,266.2,8.116,1.0
2023-01-31,5,10,31.2,261.4,8.377,1.0
2023-01-31,10,1,28.9,194.5,6.731,1.0
2023-01-31,10,5,29.4,169.7,5.773,1.0
2023-01-31,10,10,31.4,164.3,5.232,1.0
2023-02-28,1,1,28.1,382.1,13.599,1.0
2023-02-28,1,5,34.1,344.8,10.11,1.0
2023-02-28,1,10,33.2,428.1,12.894,1.0
2023-02-28,5,1,34.6,285.3,8.246,1.0
2023-02-28,5,5,31.5,232.9,7.393,1.0
2023-02-28,5,10,29.5,245.5,8.321,1.0
2023-02-28,10,1,26.9,184.9,6.874,1.0
2023-02-28,10,5,26.8,157.6,5.882,1.0
2023-02-28,10,10,28.2,148.9,5.281,1.0
2023-03-31,1,1,37.6,440.0,11.703,1.0
2023-03-31,1,5,39.8,402.1,10.102,1.0
2023-03-31,1,10,36.1,458.3,12.694,1.0
2023-03-31,5,1,37.1,295.5,7.965,1.0
2023-03-31,5,5,33.9,267.2,7.881,1.0
2023-03-31,5,10,31.3,252.2,8.059,1.0
2023-03-31,10,1,28.1,181.1,6.444,1.0
2023-03-31,10,5,27.9,165.2,5.922,1.0
2023-03-31,10,10,29.3,157.0,5.357,1.0
2023-04-28,1,1,41.6,376.9,9.06,1.0
2023-04-28,1,5,42.4,394.0,9.293,1.0
2023-04-28,1,10,36.5,461.5,12.644,1.0
2023-04-28,5,1,39.9,287.8,7.214,1.0
2023-04-28,5,5,34.7,256.3,7.387,1.0
2023-04-28,5,10,31.1,250.5,8.054,1.0
2023-04-28,10,1,29.3,172.3,5.88,1.0
2023-04-28,10,5,28.3,164.4,5.811,1.0
2023-04-28,10,10,28.7,151.6,5.281,1.0
2023-05-31,1,1,37.5,393.5,10.493,1.0
2023-05-31,1,5,40.4,393.7,9.746,1.0
2023-05-31,1,10,36.4,461.1,12.667,1.0
2023-05-31,5,1,39.0,276.2,7.083,1.0
2023-05-31,5,5,34.7,262.8,7.573,1.0
2023-05-31,5,10,31.7,252.4,7.961,1.0
2023-05-31,10,1,28.9,169.6,5.868,1.0
2023-05-31,10,5,28.3,171.2,6.051,1.0
2023-05-31,10,10,28.7,158.7,5.531,1.0
2023-06-30,1,1,31.6,325.3,10.296,1.0
2023-06-30,1,5,36.3,384.0,10.578,1.0
2023-06-30,1,10,34.2,462.2,13.513,1.0
2023-06-30,5,1,39.4,235.9,5.988,1.0
2023-06-30,5,5,35.2,250.2,7.107,1.0
2023-06-30,5,10,32.5,248.9,7.66,1.0
2023-06-30,10,1,30.3,164.4,5.424,1.0
2023-06-30,10,5,30.0,163.1,5.438,1.0
2023-06-30,10,10,30.2,154.7,5.123,1.0
2023-07-31,1,1,33.7,352.3,10.455,1.0
2023-07-31,1,5,36.4,368.5,10.124,1.0
2023-07-31,1,10,32.5,442.9,13.629,1.0
2023-07-31,5,1,36.0,258.7,7.186,1.0
2023-07-31,5,5,32.0,257.7,8.054,1.0
2023-07-31,5,10,29.2,247.5,8.475,1.0
2023-07-31,10,1,27.1,171.8,6.341,1.0
2023-07-31,10,5,26.1,168.0,6.436,1.0
2023-07-31,10,10,26.4,144.7,5.481,1.0
2023-08-31,1,1,36.0,374.9,10.414,1.0
2023-08-31,1,5,38.9,386.9,9.947,1.0
2023-08-31,1,10,35.4,451.7,12.761,1.0
2023-08-31,5,1,38.1,270.8,7.108,1.0
2023-08-31,5,5,33.3,250.5,7.524,1.0
2023-08-31,5,10,30.4,242.1,7.964,1.0
2023-08-31,10,1,27.9,176.2,6.314,1.0
2023-08-31,10,5,26.9,168.3,6.257,1.0
2023-08-31,10,10,27.1,151.8,5.603,1.0
2023-09-29,1,1,28.8,345.7,12.005,1.0
2023-09-29,1,5,32.2,379.7,11.793,1.0
2023-09-29,1,10,30.9,411.5,13.316,1.0
2023-09-29,5,1,31.7,265.7,8.382,1.0
2023-09-29,5,5,28.9,248.3,8.593,1.0
2023-09-29,5,10,27.7,237.1,8.558,1.0
2023-09-29,10,1,24.7,164.6,6.663,1.0
2023-09-29,10,5,24.0,156.6,6.527,1.0
2023-09-29,10,10,24.5,146.1,5.965,1.0
2023-10-31,1,1,32.5,385.8,11.87,1.0
2023-10-31,1,5,34.7,357.0,10.288,1.0
2023-10-31,1,10,32.4,437.5,13.502,1.0
2023-10-31,5,1,32.5,266.8,8.208,1.0
2023-10-31,5,5,29.0,251.8,8.683,1.0
2023-10-31,5,10,27.0,236.6,8.763,1.0
2023-10-31,10,1,24.7,177.8,7.197,1.0
2023-10-31,10,5,24.1,167.8,6.961,1.0
2023-10-31,10,10,24.1,147.4,6.117,1.0
2023-11-30,1,1,39.7,367.1,9.247,1.0
2023-11-30,1,5,38.1,401.1,10.528,1.0
2023-11-30,1,10,33.9,467.5,13.792,1.0
2023-11-30,5,1,36.2,277.3,7.661,1.0
2023-11-30,5,5,32.2,274.7,8.532,1.0
2023-11-30,5,10,29.7,254.4,8.567,1.0
2023-11-30,10,1,28.0,171.7,6.133,1.0
2023-11-30,10,5,27.1,171.1,6.312,1.0
2023-11-30,10,10,27.0,157.9,5.848,1.0
2023-12-29,1,1,51.9,416.9,8.034,1.0
2023-12-29,1,5,46.6,427.7,9.178,1.0
2023-12-29,1,10,40.9,498.7,12.194,1.0
2023-12-29,5,1,40.5,300.0,7.408,1.0
2023-12-29,5,5,35.6,293.4,8.242,1.0
2023-12-29,5,10,33.5,264.6,7.898,1.0
2023-12-29,10,1,31.5,188.5,5.985,1.0
2023-12-29,10,5,30.7,186.1,6.062,1.0
2023-12-29,10,10,30.7,167.7,5.462,1.0
2024-01-31,1,1,47.6,427.1,8.972,1.0
2024-01-31,1,5,42.7,438.7,10.274,1.0
2024-01-31,1,10,37.1,495.0,13.341,1.0
2024-01-31,5,1,38.4,303.3,7.899,1.0
2024-01-31,5,5,34.1,285.8,8.382,1.0
2024-01-31,5,10,31.7,267.8,8.447,1.0
2024-01-31,10,1,29.7,194.7,6.557,1.0
2024-01-31,10,5,28.9,188.7,6.53,1.0
2024-01-31,10,10,29.2,167.8,5.746,1.0
2024-02-29,1,1,37.1,403.8,10.885,1.0
2024-02-29,1,5,37.1,418.0,11.267,1.0
2024-02-29,1,10,34.4,479.4,13.937,1.0
2024-02-29,5,1,37.1,280.7,7.567,1.0
2024-02-29,5,5,33.8,272.9,8.073,1.0
2024-02-29,5,10,32.0,257.0,8.031,1.0
2024-02-29,10,1,30.4,178.6,5.874,1.0
2024-02-29,10,5,29.6,171.7,5.802,1.0
2024-02-29,10,10,30.3,160.4,5.295,1.0
