date,expiry,tenor,sigma_mkt,sigma_mod_s1,sigma_mod_scal,err_s1_bp,err_cal_bp
2019-03-29,5,10,40.3,323.6,122.9,283.3,82.6
2019-03-29,10,1,42.0,310.0,149.9,268.0,107.9
2019-03-29,10,5,36.5,250.2,109.5,213.7,73.0
2019-03-29,10,10,36.0,200.9,100.2,164.9,64.2
2019-04-30,1,5,177.0,643.0,162.4,466.0,-14.6
2019-04-30,1,10,56.7,574.3,171.3,517.6,114.6
2019-04-30,5,1,116.6,490.1,201.4,373.5,84.8
2019-04-30,5,5,51.4,372.7,146.5,321.3,95.1
2019-04-30,5,10,38.5,326.8,131.9,288.3,93.4
2019-04-30,10,1,42.1,309.1,160.1,267.0,118.0
2019-04-30,10,5,35.9,244.5,117.3,208.6,81.4
2019-04-30,10,10,34.4,196.4,101.3,162.0,66.9
2019-05-31,1,5,659.5,665.9,170.3,6.4,-489.2
2019-05-31,1,10,82.1,586.2,158.2,504.1,76.1
2019-05-31,5,1,305.6,479.3,211.5,173.7,-94.1
2019-05-31,5,5,68.6,384.5,139.5,315.9,70.9
2019-05-31,5,10,47.3,323.5,133.6,276.2,86.3
2019-05-31,10,1,52.3,316.6,156.9,264.3,104.6
2019-05-31,10,5,42.2,245.5,118.4,203.3,76.2
2019-05-31,10,10,40.2,198.4,102.7,158.2,62.5
2019-06-28,1,10,134.7,611.5,161.8,476.8,27.1
2019-06-28,5,5,104.0,375.9,151.8,271.9,47.8
2019-06-28,5,10,61.5,326.4,135.4,264.9,73.9
2019-06-28,10,1,68.2,320.8,163.4,252.6,95.2
2019-06-28,10,5,52.3,248.5,118.7,196.2,66.4
2019-06-28,10,10,49.6,203.3,108.4,153.7,58.8
2019-07-31,1,10,584.8,612.4,183.8,27.6,-401.0
2019-07-31,5,5,235.7,401.8,149.3,166.1,-86.4
2019-07-31,5,10,90.0,333.7,138.4,243.7,48.4
2019-07-31,10,1,115.2,328.2,174.4,213.0,59.2
2019-07-31,10,5,69.0,245.8,126.7,176.8,57.7
2019-07-31,10,10,64.5,207.0,107.6,142.5,43.1
2019-08-30,5,10,293.7,327.5,141.8,33.8,-151.9
2019-08-30,10,1,153.8,330.9,170.1,177.1,16.3
2019-08-30,10,5,226.5,258.4,123.0,31.9,-103.5
2019-08-30,10,10,0.9,210.9,110.8,210.0,109.9
2019-09-30,5,10,195.6,336.7,144.1,141.1,-51.5
2019-09-30,10,1,229.6,317.4,164.0,87.8,-65.6
2019-09-30,10,5,176.3,267.4,125.9,91.1,-50.4
2019-09-30,10,10,190.3,206.2,116.4,15.9,-73.9
2019-10-31,1,10,502.4,619.5,183.3,117.1,-319.1
2019-10-31,5,10,126.8,326.4,145.5,199.6,18.7
2019-10-31,10,1,171.9,321.7,159.3,149.8,-12.6
2019-10-31,10,5,101.0,253.4,123.0,152.4,22.0
2019-10-31,10,10,96.7,199.7,103.3,103.0,6.6
2019-11-29,1,10,552.9,611.5,177.9,58.6,-375.0
2019-11-29,5,5,211.7,392.2,156.0,180.5,-55.7
2019-11-29,5,10,116.2,321.1,131.3,204.9,15.1
2019-11-29,10,1,173.7,329.8,164.4,156.1,-9.3
2019-11-29,10,5,95.7,256.1,124.9,160.4,29.2
2019-11-29,10,10,93.6,207.4,102.8,113.8,9.2
2019-12-31,1,10,149.3,603.6,167.6,454.3,18.3
2019-12-31,5,5,115.0,386.3,144.0,271.3,29.0
2019-12-31,5,10,76.2,320.1,136.2,243.9,60.0
2019-12-31,10,1,81.8,313.4,154.9,231.6,73.1
2019-12-31,10,5,63.9,245.2,108.0,181.3,44.1
2019-12-31,10,10,63.6,206.9,104.4,143.3,40.8
2020-01-31,1,10,767.0,624.1,184.2,-142.9,-582.8
2020-01-31,5,5,364.8,397.5,155.4,32.7,-209.4
2020-01-31,5,10,246.7,346.6,140.2,99.9,-106.5
2020-01-31,10,1,181.3,320.7,160.2,139.4,-21.1
2020-01-31,10,5,175.5,258.2,119.6,82.7,-55.9
2020-01-31,10,10,193.2,208.4,108.3,15.2,-84.9
2020-02-28,5,10,208.9,338.8,150.3,129.9,-58.6
2020-02-28,10,5,188.7,259.2,118.0,70.5,-70.7
2020-02-28,10,10,208.8,209.7,116.1,0.9,-92.7
2020-03-31,1,10,547.6,625.5,195.7,77.9,-351.9
2021-02-26,1,10,564.6,593.0,185.2,28.4,-379.4
2021-02-26,5,10,136.0,328.1,140.9,192.1,4.9
2021-02-26,10,1,181.1,333.8,176.0,152.7,-5.1
2021-02-26,10,5,110.7,254.0,120.4,143.3,9.7
2021-02-26,10,10,132.5,204.0,110.6,71.5,-21.9
2021-03-31,1,10,573.5,585.8,182.1,12.3,-391.4
2021-03-31,5,5,300.6,388.8,151.8,88.2,-148.8
2021-03-31,5,10,103.0,326.5,148.6,223.5,45.6
2021-03-31,10,1,105.5,332.4,172.7,226.9,67.2
2021-03-31,10,5,78.8,251.3,124.9,172.5,46.1
2021-03-31,10,10,83.0,201.7,109.9,118.7,26.9
2021-04-30,1,10,234.2,590.5,170.0,356.3,-64.2
2021-04-30,5,5,169.5,395.9,147.7,226.4,-21.8
2021-04-30,5,10,91.8,314.2,131.8,222.4,40.0
2021-04-30,10,1,89.8,337.5,171.7,247.7,81.9
2021-04-30,10,5,73.2,256.5,124.7,183.3,51.5
2021-04-30,10,10,76.4,199.0,103.3,122.6,26.9
2021-05-31,1,10,237.2,616.3,188.9,379.1,-48.3
2021-05-31,5,5,282.8,397.8,139.1,115.0,-143.7
2021-05-31,5,10,98.5,330.8,142.9,232.3,44.4
2021-05-31,10,1,103.8,326.6,173.1,222.8,69.3
2021-05-31,10,5,78.3,254.2,121.1,175.9,42.8
2021-05-31,10,10,80.8,205.4,101.7,124.6,20.9
2021-06-30,1,10,250.5,611.9,184.1,361.4,-66.4
2021-06-30,5,5,288.4,394.2,145.9,105.8,-142.5
2021-06-30,5,10,100.3,326.0,136.3,225.7,36.0
2021-06-30,10,1,107.6,330.3,164.3,222.7,56.7
2021-06-30,10,5,81.8,256.1,120.7,174.3,38.9
2021-06-30,10,10,86.7,214.1,105.9,127.4,19.2
2021-07-30,1,10,704.0,609.4,192.4,-94.6,-511.6
2021-07-30,5,5,208.3,410.2,157.3,201.9,-51.0
2021-07-30,5,10,276.2,328.8,139.1,52.6,-137.1
2021-07-30,10,1,194.9,336.4,167.7,141.5,-27.2
2021-07-30,10,5,205.8,256.1,122.1,50.3,-83.7
2021-07-30,10,10,193.9,202.5,116.3,8.6,-77.6
2021-08-31,5,10,243.2,329.4,147.1,86.2,-96.1
2021-08-31,10,5,173.4,254.3,126.1,80.9,-47.3
2021-09-30,1,10,188.4,605.5,162.0,417.1,-26.4
2021-09-30,5,5,170.9,398.5,155.7,227.6,-15.2
2021-09-30,5,10,94.0,323.6,133.8,229.6,39.8
2021-09-30,10,1,106.8,314.9,166.9,208.1,60.1
2021-09-30,10,5,83.0,256.2,127.5,173.2,44.5
2021-09-30,10,10,86.2,202.6,107.7,116.4,21.5
2021-10-29,1,10,194.7,602.3,175.7,407.6,-19.0
2021-10-29,5,5,218.6,378.0,137.2,159.4,-81.4
2021-10-29,5,10,318.9,320.8,136.4,1.9,-182.5
2021-10-29,10,1,178.5,314.5,157.1,136.0,-21.4
2021-10-29,10,5,208.0,254.2,117.3,46.2,-90.7
2021-10-29,10,10,180.9,201.4,104.0,20.5,-76.9
2021-11-30,1,10,608.4,620.8,184.8,12.4,-423.6
2021-11-30,5,10,269.9,326.4,146.4,56.5,-123.5
2021-11-30,10,1,177.0,316.3,157.8,139.3,-19.2
2021-11-30,10,5,194.9,256.3,120.3,61.4,-74.6
2021-12-31,1,10,161.8,593.4,177.9,431.6,16.1
2021-12-31,5,5,188.6,404.7,158.7,216.1,-29.9
2021-12-31,5,10,102.1,325.6,135.0,223.5,32.9
2021-12-31,10,1,110.6,327.6,160.8,217.0,50.2
2021-12-31,10,5,99.1,245.4,117.0,146.3,17.9
2021-12-31,10,10,114.3,205.0,103.9,90.7,-10.4
2022-01-31,1,5,186.9,615.2,138.6,428.3,-48.3
2022-01-31,1,10,115.3,593.9,157.8,478.6,42.5
2022-01-31,5,5,133.5,392.9,140.6,259.4,7.1
2022-01-31,5,10,94.7,312.0,136.9,217.3,42.2
2022-01-31,10,1,111.6,312.9,161.8,201.3,50.2
2022-01-31,10,5,101.2,248.1,109.3,146.9,8.1
2022-01-31,10,10,141.7,206.8,101.4,65.1,-40.3
2022-02-28,1,1,243.8,806.6,296.1,562.8,52.3
2022-02-28,1,5,107.7,573.3,133.0,465.6,25.3
2022-02-28,1,10,75.2,586.6,143.4,511.4,68.2
2022-02-28,5,1,122.4,489.6,220.8,367.2,98.4
2022-02-28,5,5,72.6,372.4,133.2,299.8,60.6
2022-02-28,5,10,61.9,304.5,130.2,242.6,68.3
2022-02-28,10,1,62.7,319.3,164.5,256.6,101.8
2022-02-28,10,5,62.4,243.1,104.4,180.7,42.0
2022-02-28,10,10,71.0,193.7,91.8,122.7,20.8
2022-03-31,1,1,105.9,776.1,301.9,670.2,196.0
2022-03-31,1,5,82.4,543.5,112.2,461.1,29.8
2022-03-31,1,10,62.5,533.9,133.9,471.4,71.4
2022-03-31,5,1,105.0,494.2,205.5,389.2,100.5
2022-03-31,5,5,69.4,337.8,110.6,268.4,41.2
2022-03-31,5,10,55.7,300.3,111.3,244.6,55.6
2022-03-31,10,1,55.9,312.6,160.6,256.7,104.7
2022-03-31,10,5,55.1,210.2,92.4,155.1,37.3
2022-03-31,10,10,61.2,185.2,93.4,124.0,32.2
2022-04-29,1,1,72.2,678.3,286.1,606.1,213.9
2022-04-29,1,5,62.7,505.5,98.0,442.8,35.3
2022-04-29,1,10,52.7,512.4,111.5,459.7,58.8
2022-04-29,5,1,59.0,456.9,197.2,397.9,138.2
2022-04-29,5,5,46.6,321.2,109.9,274.6,63.3
2022-04-29,5,10,41.4,280.5,107.1,239.1,65.7
2022-04-29,10,1,36.1,277.2,142.9,241.1,106.8
2022-04-29,10,5,37.1,209.0,82.0,171.9,44.9
2022-04-29,10,10,41.6,179.6,77.7,138.0,36.1
2022-05-31,1,1,64.5,677.1,304.4,612.6,239.9
2022-05-31,1,5,54.9,497.2,104.3,442.3,49.4
2022-05-31,1,10,45.0,510.6,108.3,465.6,63.3
2022-05-31,5,1,49.6,440.6,196.0,391.0,146.4
2022-05-31,5,5,40.1,324.6,103.1,284.5,63.0
2022-05-31,5,10,36.0,284.1,95.5,248.1,59.5
2022-05-31,10,1,31.8,271.8,139.1,240.0,107.3
2022-05-31,10,5,32.0,202.6,86.8,170.6,54.8
2022-05-31,10,10,34.1,173.3,81.8,139.2,47.7
2022-06-30,1,1,68.2,631.7,283.5,563.5,215.3
2022-06-30,1,5,57.2,494.7,88.9,437.5,31.7
2022-06-30,1,10,46.0,481.6,105.5,435.6,59.5
2022-06-30,5,1,44.0,410.6,193.6,366.6,149.6
2022-06-30,5,5,36.6,305.5,103.5,268.9,66.9
2022-06-30,5,10,32.5,280.2,95.1,247.7,62.6
2022-06-30,10,1,29.6,258.1,130.7,228.5,101.1
2022-06-30,10,5,29.0,198.6,78.6,169.6,49.6
2022-06-30,10,10,30.9,170.3,71.6,139.4,40.7
2022-07-29,1,1,107.6,697.7,249.2,590.1,141.6
2022-07-29,1,5,83.7,530.3,116.9,446.6,33.2
2022-07-29,1,10,61.4,569.9,139.6,508.5,78.2
2022-07-29,5,1,57.3,442.1,182.5,384.8,125.2
2022-07-29,5,5,47.4,323.1,117.6,275.7,70.2
2022-07-29,5,10,42.8,276.4,114.9,233.6,72.1
2022-07-29,10,1,35.8,266.8,127.2,231.0,91.4
2022-07-29,10,5,38.0,218.8,87.5,180.8,49.5
2022-07-29,10,10,42.9,178.3,84.8,135.4,41.9
2022-08-31,1,1,62.8,562.5,268.5,499.7,205.7
2022-08-31,1,5,60.7,458.2,91.3,397.5,30.6
2022-08-31,1,10,50.7,486.3,121.2,435.6,70.5
2022-08-31,5,1,50.6,372.3,160.8,321.7,110.2
2022-08-31,5,5,41.1,282.6,104.8,241.5,63.7
2022-08-31,5,10,36.2,265.5,99.3,229.3,63.1
2022-08-31,10,1,34.1,226.9,113.6,192.8,79.5
2022-08-31,10,5,34.1,186.7,73.6,152.6,39.5
2022-08-31,10,10,35.8,161.3,73.6,125.5,37.8
2022-09-30,1,1,51.1,519.0,256.0,467.9,204.9
2022-09-30,1,5,53.1,391.6,73.9,338.5,20.8
2022-09-30,1,10,49.3,449.0,110.1,399.7,60.8
2022-09-30,5,1,43.7,341.8,151.6,298.1,107.9
2022-09-30,5,5,39.2,254.2,86.6,215.0,47.4
2022-09-30,5,10,36.5,245.5,88.7,209.0,52.2
2022-09-30,10,1,33.6,210.3,99.9,176.7,66.3
2022-09-30,10,5,34.3,173.9,68.6,139.6,34.3
2022-09-30,10,10,37.9,159.3,62.0,121.4,24.1
2022-10-31,1,1,42.7,485.5,268.9,442.8,226.2
2022-10-31,1,5,46.9,365.6,83.4,318.7,36.5
2022-10-31,1,10,46.5,461.8,105.5,415.3,59.0
2022-10-31,5,1,42.3,328.0,142.9,285.7,100.6
2022-10-31,5,5,37.7,261.6,79.7,223.9,42.0
2022-10-31,5,10,35.3,240.9,95.4,205.6,60.1
2022-10-31,10,1,31.6,212.7,93.2,181.1,61.6
2022-10-31,10,5,31.4,174.2,63.4,142.8,32.0
2022-10-31,10,10,33.6,157.5,65.0,123.9,31.4
2022-11-30,1,1,41.9,488.3,217.5,446.4,175.6
2022-11-30,1,5,49.8,407.0,98.1,357.2,48.3
2022-11-30,1,10,48.4,467.5,131.4,419.1,83.0
2022-11-30,5,1,48.4,328.1,140.5,279.7,92.1
2022-11-30,5,5,42.6,272.3,88.6,229.7,46.0
2022-11-30,5,10,39.9,261.9,108.1,222.0,68.2
2022-11-30,10,1,35.8,214.6,95.7,178.8,59.9
2022-11-30,10,5,36.5,173.8,70.9,137.3,34.4
2022-11-30,10,10,39.7,164.0,76.9,124.3,37.2
2022-12-30,1,1,34.0,430.2,233.1,396.2,199.1
2022-12-30,1,5,39.6,361.5,80.5,321.9,40.9
2022-12-30,1,10,38.3,445.6,121.0,407.3,82.7
2022-12-30,5,1,37.4,296.7,123.3,259.3,85.9
2022-12-30,5,5,33.9,244.8,79.0,210.9,45.1
2022-12-30,5,10,33.0,232.1,88.2,199.1,55.2
2022-12-30,10,1,30.6,199.5,82.9,168.9,52.3
2022-12-30,10,5,31.4,162.6,65.0,131.2,33.6
2022-12-30,10,10,33.6,148.8,70.4,115.2,36.8
2023-01-31,1,1,28.7,431.2,202.8,402.5,174.1
2023-01-31,1,5,35.7,399.1,100.9,363.4,65.2
2023-01-31,1,10,35.5,449.8,130.5,414.3,95.0
2023-01-31,5,1,36.0,294.0,118.1,258.0,82.1
2023-01-31,5,5,32.8,266.2,92.6,233.4,59.8
2023-01-31,5,10,31.2,261.4,103.7,230.2,72.5
2023-01-31,10,1,28.9,194.5,80.3,165.6,51.4
2023-01-31,10,5,29.4,169.7,69.6,140.3,40.2
2023-01-31,10,10,31.4,164.3,71.5,132.9,40.1
2023-02-28,1,1,28.1,382.1,195.8,354.0,167.7
2023-02-28,1,5,34.1,344.8,79.9,310.7,45.8
2023-02-28,1,10,33.2,428.1,122.2,394.9,89.0
2023-02-28,5,1,34.6,285.3,101.8,250.7,67.2
2023-02-28,5,5,31.5,232.9,83.3,201.4,51.8
2023-02-28,5,10,29.5,245.5,95.1,216.0,65.6
2023-02-28,10,1,26.9,184.9,68.4,158.0,41.5
2023-02-28,10,5,26.8,157.6,64.1,130.8,37.3
2023-02-28,10,10,28.2,148.9,66.6,120.7,38.4
2023-03-31,1,1,37.6,440.0,189.8,402.4,152.2
2023-03-31,1,5,39.8,402.1,98.5,362.3,58.7
2023-03-31,1,10,36.1,458.3,140.8,422.2,104.7
2023-03-31,5,1,37.1,295.5,107.4,258.4,70.3
2023-03-31,5,5,33.9,267.2,91.2,233.3,57.3
2023-03-31,5,10,31.3,252.2,97.6,220.9,66.3
2023-03-31,10,1,28.1,181.1,73.1,153.0,45.0
2023-03-31,10,5,27.9,165.2,70.7,137.3,42.8
2023-03-31,10,10,29.3,157.0,71.2,127.7,41.9
2023-04-28,1,1,41.6,376.9,176.5,335.3,134.9
2023-04-28,1,5,42.4,394.0,107.0,351.6,64.6
2023-04-28,1,10,36.5,461.5,145.4,425.0,108.9
2023-04-28,5,1,39.9,287.8,105.3,247.9,65.4
2023-04-28,5,5,34.7,256.3,91.2,221.6,56.5
2023-04-28,5,10,31.1,250.5,105.7,219.4,74.6
2023-04-28,10,1,29.3,172.3,69.8,143.0,40.5
2023-04-28,10,5,28.3,164.4,67.2,136.1,38.9
2023-04-28,10,10,28.7,151.6,72.1,122.9,43.4
2023-05-31,1,1,37.5,393.5,175.9,356.0,138.4
2023-05-31,1,5,40.4,393.7,106.6,353.3,66.2
2023-05-31,1,10,36.4,461.1,141.9,424.7,105.5
2023-05-31,5,1,39.0,276.2,105.2,237.2,66.2
2023-05-31,5,5,34.7,262.8,90.3,228.1,55.6
2023-05-31,5,10,31.7,252.4,103.6,220.7,71.9
2023-05-31,10,1,28.9,169.6,66.5,140.7,37.6
2023-05-31,10,5,28.3,171.2,72.1,142.9,43.8
2023-05-31,10,10,28.7,158.7,69.6,130.0,40.9
2023-06-30,1,1,31.6,325.3,136.6,293.7,105.0
2023-06-30,1,5,36.3,384.0,97.3,347.7,61.0
2023-06-30,1,10,34.2,462.2,149.0,428.0,114.8
2023-06-30,5,1,39.4,235.9,87.5,196.5,48.1
2023-06-30,5,5,35.2,250.2,89.8,215.0,54.6
2023-06-30,5,10,32.5,248.9,100.1,216.4,67.6
2023-06-30,10,1,30.3,164.4,58.8,134.1,28.5
2023-06-30,10,5,30.0,163.1,64.5,133.1,34.5
2023-06-30,10,10,30.2,154.7,72.3,124.5,42.1
2023-07-31,1,1,33.7,352.3,162.1,318.6,128.4
2023-07-31,1,5,36.4,368.5,106.0,332.1,69.6
2023-07-31,1,10,32.5,442.9,143.9,410.4,111.4
2023-07-31,5,1,36.0,258.7,94.1,222.7,58.1
2023-07-31,5,5,32.0,257.7,91.8,225.7,59.8
2023-07-31,5,10,29.2,247.5,102.4,218.3,73.2
2023-07-31,10,1,27.1,171.8,57.7,144.7,30.6
2023-07-31,10,5,26.1,168.0,66.3,141.9,40.2
2023-07-31,10,10,26.4,144.7,67.5,118.3,41.1
2023-08-31,1,1,36.0,374.9,152.5,338.9,116.5
2023-08-31,1,5,38.9,386.9,99.0,348.0,60.1
2023-08-31,1,10,35.4,451.7,149.9,416.3,114.5
2023-08-31,5,1,38.1,270.8,95.3,232.7,57.2
2023-08-31,5,5,33.3,250.5,88.9,217.2,55.6
2023-08-31,5,10,30.4,242.1,101.0,211.7,70.6
2023-08-31,10,1,27.9,176.2,60.3,148.3,32.4
2023-08-31,10,5,26.9,168.3,67.0,141.4,40.1
2023-08-31,10,10,27.1,151.8,70.6,124.7,43.5
2023-09-29,1,1,28.8,345.7,169.0,316.9,140.2
2023-09-29,1,5,32.2,379.7,97.9,347.5,65.7
2023-09-29,1,10,30.9,411.5,127.7,380.6,96.8
2023-09-29,5,1,31.7,265.7,92.6,234.0,60.9
2023-09-29,5,5,28.9,248.3,86.5,219.4,57.6
2023-09-29,5,10,27.7,237.1,94.4,209.4,66.7
2023-09-29,10,1,24.7,164.6,61.2,139.9,36.5
2023-09-29,10,5,24.0,156.6,68.5,132.6,44.5
2023-09-29,10,10,24.5,146.1,64.9,121.6,40.4
2023-10-31,1,1,32.5,385.8,178.5,353.3,146.0
2023-10-31,1,5,34.7,357.0,100.1,322.3,65.4
2023-10-31,1,10,32.4,437.5,120.1,405.1,87.7
2023-10-31,5,1,32.5,266.8,101.0,234.3,68.5
2023-10-31,5,5,29.0,251.8,87.8,222.8,58.8
2023-10-31,5,10,27.0,236.6,92.6,209.6,65.6
2023-10-31,10,1,24.7,177.8,67.7,153.1,43.0
2023-10-31,10,5,24.1,167.8,65.0,143.7,40.9
2023-10-31,10,10,24.1,147.4,67.2,123.3,43.1
2023-11-30,1,1,39.7,367.1,172.9,327.4,133.2
2023-11-30,1,5,38.1,401.1,106.0,363.0,67.9
2023-11-30,1,10,33.9,467.5,152.6,433.6,118.7
2023-11-30,5,1,36.2,277.3,103.5,241.1,67.3
2023-11-30,5,5,32.2,274.7,96.5,242.5,64.3
2023-11-30,5,10,29.7,254.4,106.0,224.7,76.3
2023-11-30,10,1,28.0,171.7,67.3,143.7,39.3
2023-11-30,10,5,27.1,171.1,74.3,144.0,47.2
2023-11-30,10,10,27.0,157.9,70.5,130.9,43.5
2023-12-29,1,1,51.9,416.9,156.8,365.0,104.9
2023-12-29,1,5,46.6,427.7,131.5,381.1,84.9
2023-12-29,1,10,40.9,498.7,152.6,457.8,111.7
2023-12-29,5,1,40.5,300.0,109.1,259.5,68.6
2023-12-29,5,5,35.6,293.4,109.7,257.8,74.1
2023-12-29,5,10,33.5,264.6,111.0,231.1,77.5
2023-12-29,10,1,31.5,188.5,73.8,157.0,42.3
2023-12-29,10,5,30.7,186.1,76.0,155.4,45.3
2023-12-29,10,10,30.7,167.7,78.1,137.0,47.4
2024-01-31,1,1,47.6,427.1,179.2,379.5,131.6
2024-01-31,1,5,42.7,438.7,117.4,396.0,74.7
2024-01-31,1,10,37.1,495.0,141.4,457.9,104.3
2024-01-31,5,1,38.4,303.3,112.6,264.9,74.2
2024-01-31,5,5,34.1,285.8,97.2,251.7,63.1
2024-01-31,5,10,31.7,267.8,109.0,236.1,77.3
2024-01-31,10,1,29.7,194.7,74.7,165.0,45.0
2024-01-31,10,5,28.9,188.7,81.3,159.8,52.4
2024-01-31,10,10,29.2,167.8,83.1,138.6,53.9
2024-02-29,1,1,37.1,403.8,169.4,366.7,132.3
2024-02-29,1,5,37.1,418.0,111.0,380.9,73.9
2024-02-29,1,10,34.4,479.4,149.2,445.0,114.8
2024-02-29,5,1,37.1,280.7,103.7,243.6,66.6
2024-02-29,5,5,33.8,272.9,95.9,239.1,62.1
2024-02-29,5,10,32.0,257.0,101.4,225.0,69.4
2024-02-29,10,1,30.4,178.6,69.9,148.2,39.5
2024-02-29,10,5,29.6,171.7,75.0,142.1,45.4
2024-02-29,10,10,30.3,160.4,76.7,130.1,46.4
