date,expiry,tenor,split,mkt_vol_bp,sigma_pay_bp,sigma_rec_bp,sigma_str_bp,forward_bias_bp,d_eff,p_eff_pct,n_surv,A0,F0
2011-09-30,10,10,train,23.8,70.56720389636027,249.43283318788295,160.00001854212158,-225.65084316852133,-0.4459815860347035,32.78052736286694,0.61865234375,8.894487380981445,0.02476767636835575
2011-10-31,1,1,train,73.9,296.1567781429086,1028.4442904472771,662.3005342950929,-292.140450068197,-0.4410995234650251,32.957047424134586,0.85986328125,0.9851803779602051,0.015042547136545181
2011-10-31,1,5,train,43.79999999999999,97.00911664493685,1737.2018154629754,917.105466053956,-654.3422155642485,-0.7134863325803704,23.777243376410524,0.8427734375,4.749809265136719,0.018961738795042038
2011-10-31,1,10,train,37.3,83.94599264982361,830.7433365643882,457.344664607106,-297.9290353790094,-0.6514321876586299,25.738376917174644,0.81884765625,8.92098617553711,0.024339137598872185
2011-10-31,5,1,train,33.4,160.42148910295063,335.3517346052174,247.88661185408404,-156.0486348225595,-0.28152819762987535,38.915265184967986,0.7802734375,0.9851803779602051,0.015042547136545181
2011-10-31,5,5,train,27.5,101.67568231755958,904.9957745373121,503.3357284274358,-716.6113747596645,-0.6367089228569229,26.21572301968831,0.72705078125,4.749809265136719,0.018961738795042038
2011-10-31,5,10,train,26.2,89.4856390141823,372.82118541968987,231.1534122169361,-252.7528906526944,-0.48900220817729884,31.24200667645358,0.7197265625,8.92098617553711,0.024339137598872185
2011-10-31,10,1,train,23.1,120.16868058012983,171.15941555085504,145.66404806549247,-64.32819086317376,-0.13965257974582726,44.44672475054139,0.66748046875,0.9851803779602051,0.015042547136545181
2011-10-31,10,5,train,22.0,82.41382574064893,555.4044220547343,318.90912389769164,-596.7089780848888,-0.5916919051914918,27.702845904807482,0.62548828125,4.749809265136719,0.018961738795042038
2011-10-31,10,10,train,23.6,72.53002398400153,236.62276971283725,154.5763968484194,-207.0138716880051,-0.4235027825275873,33.59642344255619,0.62841796875,8.92098617553711,0.024339137598872185
2011-11-30,1,1,train,74.5,308.12078441708934,907.1106874616769,607.6157359393832,-238.96239785804082,-0.39327881706124895,34.70567809529861,0.86865234375,0.9861946105957031,0.013998646289110184
2011-11-30,1,5,train,41.2,85.50093576269896,1854.98704469634,970.2439902295195,-705.9228234366448,-0.7275724771762335,23.34376668460756,0.83447265625,4.735445022583008,0.020716765895485878
2011-11-30,1,10,train,37.3,77.07167542045245,845.9797832719324,461.5257293461925,-306.7499539654203,-0.6646432353835808,25.313935435843128,0.82470703125,8.837519645690918,0.02647293545305729
2011-11-30,5,1,train,30.4,176.17409820299545,314.48799347301787,245.33104583800664,-123.38457807513781,-0.2249175623156264,41.1021703279677,0.7587890625,0.9861946105957031,0.013998646289110184
2011-11-30,5,5,train,26.0,95.11297941970192,931.8000996539752,513.4565395368385,-746.3768344421902,-0.6500839740591533,25.78189902460304,0.74072265625,4.735445022583008,0.020716765895485878
2011-11-30,5,10,train,25.1,85.34819555982835,381.3829148222667,233.36555519104752,-264.08134092731575,-0.5060762539864568,30.640155986490537,0.72119140625,8.837519645690918,0.02647293545305729
2011-11-30,10,1,train,22.4,120.39231565550375,170.54974835453336,145.47103200501854,-63.2769248319795,-0.13755261308204605,44.529700434698825,0.67626953125,0.9861946105957031,0.013998646289110184
2011-11-30,10,5,train,21.5,73.25622027467895,555.180914020705,314.218567147692,-607.9799339776022,-0.6118675228202979,27.031270535802964,0.63916015625,4.735445022583008,0.020716765895485878
2011-11-30,10,10,train,23.5,68.53115896144043,307.04026029206113,187.7857096267508,-300.89503518254554,-0.5067018409998305,30.618201931538678,0.62060546875,8.837519645690918,0.02647293545305729
2011-12-30,1,1,train,59.199999999999996,297.14194076977367,920.0365644427959,608.5892526062847,-248.49900161790768,-0.4083197338002769,34.15194766451995,0.86572265625,0.9869957566261292,0.013175581581890583
2011-12-30,1,5,train,43.5,104.99123748474464,1873.645739449401,989.3184884670727,-705.5910602560402,-0.7132092126867436,23.78581531652485,0.8388671875,4.772016525268555,0.017429152503609657
2011-12-30,1,10,train,38.9,96.67307139096708,711.7162430478286,404.19465721939787,-245.36672544611815,-0.6070508876442978,27.190857079976173,0.81787109375,8.991076469421387,0.022896461188793182
2011-12-30,5,1,train,33.8,177.37750712970086,333.17619845355364,255.27685279162722,-138.98210122796362,-0.24347951849371646,40.381697483167166,0.76318359375,0.9869957566261292,0.013175581581890583
2011-12-30,5,5,train,28.5,100.40427006647909,982.2438446006704,541.3240573335747,-786.6556257521751,-0.6498936931526607,25.788044616539768,0.7255859375,4.772016525268555,0.017429152503609657
2011-12-30,5,10,train,27.4,96.70352515015531,343.0129702417515,219.8582476959534,-219.7233105120618,-0.4469391198147962,32.74595087465091,0.7275390625,8.991076469421387,0.022896461188793182
2011-12-30,10,1,train,23.999999999999996,128.61348488579034,175.96442111824882,152.2889530020196,-59.736343578109384,-0.12404242137950279,45.06408435044433,0.65234375,0.9869957566261292,0.013175581581890583
2011-12-30,10,5,train,23.3,88.2339441817027,485.7926306119713,287.013287396837,-501.54662557191284,-0.5525980012855577,29.026935546307154,0.6220703125,4.772016525268555,0.017429152503609657
2011-12-30,10,10,train,25.4,75.58706707110832,246.57052272070698,161.07879489590766,-215.70695883844706,-0.42347305709512184,33.5975076056595,0.59716796875,8.991076469421387,0.022896461188793182
2012-01-31,1,1,train,68.6,297.7730134291638,974.4060447393961,636.08952908428,-269.9375245058381,-0.42437033179031025,33.564787701009195,0.84912109375,0.9887149333953857,0.011413873173296452
2012-01-31,1,5,train,42.5,104.59116726158157,1975.1788122811276,1039.8849897713546,-746.2565007948435,-0.7176336884706136,23.649159000310675,0.8271484375,4.799306392669678,0.015495771542191505
2012-01-31,1,10,train,36.3,94.38963229827633,661.5730294025643,377.98133085042036,-226.27343784661602,-0.5986365446608787,27.470764036425138,0.82421875,9.070974349975586,0.0214610043913126
2012-01-31,5,1,train,35.6,178.2171928774023,282.88836085262324,230.55277686501276,-93.37317752523468,-0.18112015397136152,42.813663281577504,0.76025390625,0.9887149333953857,0.011413873173296452
2012-01-31,5,5,train,28.8,108.25338440042606,829.283437259217,468.7684108298215,-643.2035528881381,-0.6136278957369374,26.973062270184517,0.70703125,4.799306392669678,0.015495771542191505
2012-01-31,5,10,train,27.6,102.8328692044832,343.5016517454522,223.1672604749677,-214.69148946823492,-0.43022866671386284,33.35146554911393,0.7021484375,9.070974349975586,0.0214610043913126
2012-01-31,10,1,train,24.5,129.40434458562152,159.03905760899832,144.22170109730993,-37.38615410500821,-0.08197476456480722,46.733339043098994,0.67041015625,0.9887149333953857,0.011413873173296452
2012-01-31,10,5,train,24.1,91.3706569893192,559.1644017875446,325.2675293884319,-590.1528055490008,-0.5737514090577006,28.306801720452434,0.623046875,4.799306392669678,0.015495771542191505
2012-01-31,10,10,train,26.100000000000005,79.18997597000703,230.57620486032445,154.88309041516573,-190.98375874957395,-0.3899351905555911,34.82922356126193,0.59765625,9.070974349975586,0.0214610043913126
2012-02-29,1,1,train,59.1,288.89557451297406,846.7958553059456,567.8457149094597,-222.57001025614767,-0.39195507584597233,34.7545703766954,0.84326171875,0.9894251823425293,0.01068783923983574
2012-02-29,1,5,train,40.4,105.9410347904591,1790.9474118098524,948.4442233001558,-672.2202865390731,-0.7087610109533392,23.9236398307837,0.84033203125,4.7985076904296875,0.015792056918144226
2012-02-29,1,10,train,34.7,86.99232006983249,841.878231583621,464.43527582672675,-301.15590698222496,-0.6484346100673484,25.835194558035358,0.8193359375,9.05630874633789,0.02187269739806652
2012-02-29,5,1,train,34.4,179.39615180659064,349.7910984083784,264.5936251074845,-152.00286675140663,-0.2569137806649095,39.862266606641626,0.7578125,0.9894251823425293,0.01068783923983574
