expiry,k,T_k,P0_Tk,MC_mean,MC_stderr,abs_err,rel_err_pct,n_valid,vol_date,pricing_date
5,5,10,0.896082054620916,0.6769016076767639,0.008840910827510633,-0.21918044694415206,-24.459863448205702,2384,2014-08-29,2014-08-29
5,6,11,0.8778806407135874,0.6561954753916396,0.010178078523037759,-0.22168516532194782,-25.252312790694475,2384,2014-08-29,2014-08-29
5,7,12,0.8593729270910346,0.6359119085203125,0.011625590708023768,-0.2234610185707221,-26.002799428082348,2384,2014-08-29,2014-08-29
5,8,13,0.8406733941569038,0.6142316677144912,0.012339915034284754,-0.22644172644241256,-26.935755076382176,2384,2014-08-29,2014-08-29
5,9,14,0.8219084421761146,0.592337968897085,0.012594572488073033,-0.22957047327902957,-27.93139253700941,2384,2014-08-29,2014-08-29
5,10,15,0.8032111405102391,0.5722965636088078,0.012789386417166915,-0.23091457690143136,-28.748926061302274,2384,2014-08-29,2014-08-29
10,0,10,0.896082054620916,0.6569153109574062,0.006452622766403463,-0.23916674366350976,-26.69027266310877,2327,2014-08-29,2014-08-29
10,1,11,0.8778806407135874,0.622758806419934,0.006845062877612244,-0.2551218342936534,-29.06110722367417,2327,2014-08-29,2014-08-29
10,2,12,0.8593729270910346,0.59863634803289,0.007661550554437503,-0.2607365790581446,-30.340329656501318,2327,2014-08-29,2014-08-29
10,3,13,0.8406733941569038,0.578020634300403,0.00878954130820398,-0.26265275985650083,-31.243139331168027,2327,2014-08-29,2014-08-29
10,4,14,0.8219084421761146,0.5570379178039983,0.009510208851728891,-0.26487052437211633,-32.226281028436155,2327,2014-08-29,2014-08-29
10,5,15,0.8032111405102391,0.5387873659894498,0.010526234195865897,-0.26442377452078936,-32.92083005133799,2327,2014-08-29,2014-08-29
10,6,16,0.7847123461893486,0.5206623277547694,0.01146170001260208,-0.2640500184345792,-33.6492753958614,2327,2014-08-29,2014-08-29
10,7,17,0.7665326509967272,0.5058972206015188,0.012663072863557667,-0.2606354303952084,-34.00186933411154,2327,2014-08-29,2014-08-29
10,8,18,0.7487767751081796,0.49315849854878424,0.014177584580965281,-0.2556182765593954,-34.13811499728539,2327,2014-08-29,2014-08-29
10,9,19,0.7315305742653208,0.4781960623463756,0.01455640293221078,-0.2533345119189451,-34.630748301035815,2327,2014-08-29,2014-08-29
10,10,20,0.7148602125495638,0.4640598340944199,0.014691046507630767,-0.25080037845514386,-35.08383514039187,2327,2014-08-29,2014-08-29
1,0,1,0.9961566354249675,0.975180015405154,0.0007629494892850447,-0.020976620019813486,-2.105755186870257,2567,2012-09-28,2012-09-28
