date,expiry,tenor,split,sigma_mkt,sigma_cal,s_cell,path_frac,sigma_mod1,err_s1_bp,err_cal_bp
2019-10-31,1,10,test,502.4,125.5,0.09815,1.0,619.5,117.10000000000002,-376.9
2019-10-31,5,10,test,126.8,115.8,0.1274,1.0,326.4,199.59999999999997,-11.0
2019-10-31,10,1,test,171.9,137.5,0.1214,1.0,321.7,149.79999999999998,-34.400000000000006
2019-10-31,10,5,test,101.0,118.9,0.14504,1.0,253.4,152.4,17.900000000000006
2019-10-31,10,10,test,96.7,120.1,0.18302,1.0,199.7,102.99999999999999,23.39999999999999
2019-11-29,1,10,test,552.9,125.0,0.09815,1.0,611.5,58.60000000000002,-427.9
2019-11-29,5,5,test,211.7,121.9,0.12419,1.0,392.2,180.5,-89.79999999999998
2019-11-29,5,10,test,116.2,120.3,0.1274,1.0,321.1,204.90000000000003,4.099999999999994
2019-11-29,10,1,test,173.7,136.7,0.1214,1.0,329.8,156.10000000000002,-37.0
2019-11-29,10,5,test,95.7,115.5,0.14504,1.0,256.1,160.40000000000003,19.799999999999997
2019-11-29,10,10,test,93.6,119.4,0.18302,1.0,207.4,113.80000000000001,25.80000000000001
2019-12-31,1,10,test,149.3,102.4,0.09815,1.0,603.6,454.3,-46.900000000000006
2019-12-31,5,5,test,115.0,129.6,0.12419,1.0,386.3,271.3,14.599999999999994
2019-12-31,5,10,test,76.2,113.3,0.1274,1.0,320.1,243.90000000000003,37.099999999999994
2019-12-31,10,1,test,81.8,130.3,0.1214,1.0,313.4,231.59999999999997,48.500000000000014
2019-12-31,10,5,test,63.9,112.8,0.14504,1.0,245.2,181.29999999999998,48.9
2019-12-31,10,10,test,63.6,125.1,0.18302,1.0,206.9,143.3,61.49999999999999
2020-01-31,1,10,test,767.0,133.8,0.09815,1.0,624.1,-142.89999999999998,-633.2
2020-01-31,5,5,test,364.8,128.4,0.12419,1.0,397.5,32.69999999999999,-236.4
2020-01-31,5,10,test,246.7,130.4,0.1274,1.0,346.6,99.90000000000003,-116.29999999999998
2020-01-31,10,1,test,181.3,137.4,0.1214,1.0,320.7,139.39999999999998,-43.900000000000006
2020-01-31,10,5,test,175.5,113.6,0.14504,1.0,258.2,82.69999999999999,-61.900000000000006
2020-01-31,10,10,test,193.2,123.2,0.18302,1.0,208.4,15.200000000000017,-69.99999999999999
2020-02-28,5,10,test,208.9,124.6,0.1274,1.0,338.8,129.9,-84.30000000000001
2020-02-28,10,5,test,188.7,118.0,0.14504,1.0,259.2,70.5,-70.69999999999999
2020-02-28,10,10,test,208.8,123.2,0.18302,1.0,209.7,0.8999999999999773,-85.60000000000001
2020-03-31,1,10,test,547.6,127.9,0.09815,1.0,625.5,77.89999999999998,-419.70000000000005
2021-02-26,1,10,test,564.6,113.9,0.09815,1.0,593.0,28.399999999999977,-450.70000000000005
2021-02-26,5,10,test,136.0,120.9,0.1274,1.0,328.1,192.10000000000002,-15.099999999999994
2021-02-26,10,1,test,181.1,140.4,0.1214,1.0,333.8,152.70000000000002,-40.69999999999999
2021-02-26,10,5,test,110.7,115.7,0.14504,1.0,254.0,143.3,5.0
2021-02-26,10,10,test,132.5,,0.18302,0.0,204.0,71.5,
2021-03-31,1,10,test,573.5,122.3,0.09815,1.0,585.8,12.299999999999955,-451.2
2021-03-31,5,5,test,300.6,128.1,0.12419,1.0,388.8,88.19999999999999,-172.50000000000003
2021-03-31,5,10,test,103.0,116.0,0.1274,1.0,326.5,223.5,13.0
2021-03-31,10,1,test,105.5,149.4,0.1214,1.0,332.4,226.89999999999998,43.900000000000006
2021-03-31,10,5,test,78.8,114.0,0.14504,1.0,251.3,172.5,35.2
2021-03-31,10,10,test,83.0,122.7,0.18302,1.0,201.7,118.69999999999999,39.7
2021-04-30,1,10,test,234.2,111.0,0.09815,1.0,590.5,356.3,-123.19999999999999
2021-04-30,5,5,test,169.5,130.6,0.12419,1.0,395.9,226.39999999999998,-38.900000000000006
2021-04-30,5,10,test,91.8,110.3,0.1274,1.0,314.2,222.39999999999998,18.5
2021-04-30,10,1,test,89.8,146.2,0.1214,1.0,337.5,247.7,56.39999999999999
2021-04-30,10,5,test,73.2,121.9,0.14504,1.0,256.5,183.3,48.7
2021-04-30,10,10,test,76.4,120.1,0.18302,1.0,199.0,122.6,43.69999999999999
2021-05-31,1,10,test,237.2,115.1,0.09815,1.0,616.3,379.09999999999997,-122.1
2021-05-31,5,5,test,282.8,121.9,0.12419,1.0,397.8,115.0,-160.9
2021-05-31,5,10,test,98.5,122.3,0.1274,1.0,330.8,232.3,23.799999999999997
2021-05-31,10,1,test,103.8,148.8,0.1214,1.0,326.6,222.8,45.000000000000014
2021-05-31,10,5,test,78.3,117.1,0.14504,1.0,254.2,175.89999999999998,38.8
2021-05-31,10,10,test,80.8,126.6,0.18302,1.0,205.4,124.60000000000001,45.8
2021-06-30,1,10,test,250.5,118.2,0.09815,1.0,611.9,361.4,-132.3
2021-06-30,5,5,test,288.4,124.3,0.12419,1.0,394.2,105.80000000000001,-164.09999999999997
2021-06-30,5,10,test,100.3,116.7,0.1274,1.0,326.0,225.7,16.400000000000006
2021-06-30,10,1,test,107.6,148.3,0.1214,1.0,330.3,222.70000000000002,40.70000000000002
2021-06-30,10,5,test,81.8,110.0,0.14504,1.0,256.1,174.3,28.200000000000003
2021-06-30,10,10,test,86.7,125.9,0.18302,1.0,214.1,127.39999999999999,39.2
2021-07-30,1,10,test,704.0,133.6,0.09815,1.0,609.4,-94.60000000000002,-570.4
2021-07-30,5,5,test,208.3,126.0,0.12419,1.0,410.2,201.89999999999998,-82.30000000000001
2021-07-30,5,10,test,276.2,115.0,0.1274,1.0,328.8,52.60000000000002,-161.2
2021-07-30,10,1,test,194.9,154.1,0.1214,1.0,336.4,141.49999999999997,-40.80000000000001
2021-07-30,10,5,test,205.8,123.2,0.14504,1.0,256.1,50.30000000000001,-82.60000000000001
2021-07-30,10,10,test,193.9,126.9,0.18302,1.0,202.5,8.599999999999994,-67.0
2021-08-31,5,10,test,243.2,124.7,0.1274,1.0,329.4,86.19999999999999,-118.49999999999999
2021-08-31,10,5,test,173.4,117.0,0.14504,1.0,254.3,80.9,-56.400000000000006
2021-09-30,1,10,test,188.4,108.8,0.09815,1.0,605.5,417.1,-79.60000000000001
2021-09-30,5,5,test,170.9,125.1,0.12419,1.0,398.5,227.6,-45.80000000000001
2021-09-30,5,10,test,94.0,116.0,0.1274,1.0,323.6,229.60000000000002,22.0
2021-09-30,10,1,test,106.8,143.8,0.1214,1.0,314.9,208.09999999999997,37.000000000000014
2021-09-30,10,5,test,83.0,112.7,0.14504,1.0,256.2,173.2,29.700000000000003
2021-09-30,10,10,test,86.2,116.0,0.18302,1.0,202.6,116.39999999999999,29.799999999999997
2021-10-29,1,10,test,194.7,110.9,0.09815,1.0,602.3,407.59999999999997,-83.79999999999998
2021-10-29,5,5,test,218.6,119.5,0.12419,1.0,378.0,159.4,-99.1
2021-10-29,5,10,test,318.9,112.2,0.1274,1.0,320.8,1.900000000000034,-206.7
2021-10-29,10,1,test,178.5,130.9,0.1214,1.0,314.5,136.0,-47.599999999999994
2021-10-29,10,5,test,208.0,112.9,0.14504,1.0,254.2,46.19999999999999,-95.1
2021-10-29,10,10,test,180.9,125.8,0.18302,1.0,201.4,20.5,-55.10000000000001
2021-11-30,1,10,test,608.4,127.8,0.09815,1.0,620.8,12.399999999999977,-480.59999999999997
2021-11-30,5,10,test,269.9,117.6,0.1274,1.0,326.4,56.5,-152.29999999999998
2021-11-30,10,1,test,177.0,132.4,0.1214,1.0,316.3,139.3,-44.599999999999994
2021-11-30,10,5,test,194.9,119.4,0.14504,1.0,256.3,61.400000000000006,-75.5
2021-12-31,1,10,test,161.8,106.3,0.09815,1.0,593.4,431.59999999999997,-55.500000000000014
2021-12-31,5,5,test,188.6,124.9,0.12419,1.0,404.7,216.1,-63.69999999999999
2021-12-31,5,10,test,102.1,112.7,0.1274,1.0,325.6,223.50000000000003,10.600000000000009
2021-12-31,10,1,test,110.6,136.7,0.1214,1.0,327.6,217.00000000000003,26.099999999999994
2021-12-31,10,5,test,99.1,112.8,0.14504,1.0,245.4,146.3,13.700000000000003
2021-12-31,10,10,test,114.3,119.3,0.18302,1.0,205.0,90.7,5.0
2022-01-31,1,5,test,186.9,142.6,0.15101,1.0,615.2,428.30000000000007,-44.30000000000001
2022-01-31,1,10,test,115.3,100.7,0.09815,1.0,593.9,478.59999999999997,-14.599999999999994
2022-01-31,5,5,test,133.5,124.3,0.12419,1.0,392.9,259.4,-9.200000000000003
2022-01-31,5,10,test,94.7,105.7,0.1274,1.0,312.0,217.3,11.0
2022-01-31,10,1,test,111.6,125.9,0.1214,1.0,312.9,201.29999999999998,14.300000000000011
2022-01-31,10,5,test,101.2,107.9,0.14504,1.0,248.1,146.89999999999998,6.700000000000003
2022-01-31,10,10,test,141.7,115.9,0.18302,1.0,206.8,65.10000000000002,-25.799999999999983
2022-02-28,1,1,test,243.8,284.3,0.13841,1.0,806.6,562.8,40.5
2022-02-28,1,5,test,107.7,125.6,0.15101,1.0,573.3,465.59999999999997,17.89999999999999
2022-02-28,1,10,test,75.2,82.9,0.09815,1.0,586.6,511.40000000000003,7.700000000000003
2022-02-28,5,1,test,122.4,201.0,0.1419,1.0,489.6,367.20000000000005,78.6
2022-02-28,5,5,test,72.6,103.6,0.12419,1.0,372.4,299.79999999999995,31.0
2022-02-28,5,10,test,61.9,105.8,0.1274,1.0,304.5,242.6,43.9
2022-02-28,10,1,test,62.7,148.8,0.1214,1.0,319.3,256.6,86.10000000000001
2022-02-28,10,5,test,62.4,103.2,0.14504,1.0,243.1,180.7,40.800000000000004
2022-02-28,10,10,test,71.0,109.6,0.18302,1.0,193.7,122.69999999999999,38.599999999999994
2022-03-31,1,1,test,105.9,293.1,0.13841,1.0,776.1,670.2,187.20000000000002
2022-03-31,1,5,test,82.4,110.7,0.15101,1.0,543.5,461.1,28.299999999999997
2022-03-31,1,10,test,62.5,68.6,0.09815,1.0,533.9,471.4,6.099999999999994
2022-03-31,5,1,test,105.0,214.0,0.1419,1.0,494.2,389.2,109.0
2022-03-31,5,5,test,69.4,79.1,0.12419,1.0,337.8,268.4,9.699999999999989
2022-03-31,5,10,test,55.7,90.5,0.1274,1.0,300.3,244.60000000000002,34.8
2022-03-31,10,1,test,55.9,137.9,0.1214,1.0,312.6,256.70000000000005,82.0
2022-03-31,10,5,test,55.1,85.2,0.14504,1.0,210.2,155.1,30.1
2022-03-31,10,10,test,61.2,101.5,0.18302,1.0,185.2,123.99999999999999,40.3
2022-04-29,1,1,test,72.2,285.7,0.13841,1.0,678.3,606.0999999999999,213.5
2022-04-29,1,5,test,62.7,99.1,0.15101,1.0,505.5,442.8,36.39999999999999
2022-04-29,1,10,test,52.7,61.4,0.09815,1.0,512.4,459.7,8.699999999999996
2022-04-29,5,1,test,59.0,204.2,0.1419,1.0,456.9,397.9,145.2
2022-04-29,5,5,test,46.6,82.5,0.12419,1.0,321.2,274.59999999999997,35.9
2022-04-29,5,10,test,41.4,81.9,0.1274,1.0,280.5,239.1,40.50000000000001
2022-04-29,10,1,test,36.1,121.4,0.1214,1.0,277.2,241.1,85.30000000000001
2022-04-29,10,5,test,37.1,83.9,0.14504,1.0,209.0,171.9,46.800000000000004
2022-04-29,10,10,test,41.6,97.7,0.18302,1.0,179.6,138.0,56.1
2022-05-31,1,1,test,64.5,282.3,0.13841,1.0,677.1,612.6,217.8
2022-05-31,1,5,test,54.9,93.8,0.15101,1.0,497.2,442.3,38.9
2022-05-31,1,10,test,45.0,61.1,0.09815,1.0,510.6,465.6,16.1
2022-05-31,5,1,test,49.6,199.4,0.1419,1.0,440.6,391.0,149.8
2022-05-31,5,5,test,40.1,89.3,0.12419,1.0,324.6,284.5,49.199999999999996
2022-05-31,5,10,test,36.0,80.6,0.1274,1.0,284.1,248.10000000000002,44.599999999999994
2022-05-31,10,1,test,31.8,123.5,0.1214,1.0,271.8,240.0,91.7
2022-05-31,10,5,test,32.0,85.1,0.14504,1.0,202.6,170.6,53.099999999999994
2022-05-31,10,10,test,34.1,96.7,0.18302,1.0,173.3,139.20000000000002,62.6
2022-06-30,1,1,test,68.2,265.2,0.13841,1.0,631.7,563.5,197.0
2022-06-30,1,5,test,57.2,101.7,0.15101,1.0,494.7,437.5,44.5
2022-06-30,1,10,test,46.0,56.8,0.09815,1.0,481.6,435.6,10.799999999999997
2022-06-30,5,1,test,44.0,175.6,0.1419,1.0,410.6,366.6,131.6
2022-06-30,5,5,test,36.6,77.6,0.12419,1.0,305.5,268.9,40.99999999999999
2022-06-30,5,10,test,32.5,80.9,0.1274,1.0,280.2,247.7,48.400000000000006
2022-06-30,10,1,test,29.6,111.3,0.1214,1.0,258.1,228.50000000000003,81.69999999999999
2022-06-30,10,5,test,29.0,80.2,0.14504,1.0,198.6,169.6,51.2
2022-06-30,10,10,test,30.9,89.1,0.18302,1.0,170.3,139.4,58.199999999999996
2022-07-29,1,1,test,107.6,262.0,0.13841,1.0,697.7,590.1,154.4
2022-07-29,1,5,test,83.7,112.8,0.15101,1.0,530.3,446.59999999999997,29.099999999999994
2022-07-29,1,10,test,61.4,80.9,0.09815,1.0,569.9,508.5,19.500000000000007
2022-07-29,5,1,test,57.3,176.8,0.1419,1.0,442.1,384.8,119.50000000000001
2022-07-29,5,5,test,47.4,89.1,0.12419,1.0,323.1,275.70000000000005,41.699999999999996
2022-07-29,5,10,test,42.8,88.1,0.1274,1.0,276.4,233.59999999999997,45.3
2022-07-29,10,1,test,35.8,110.9,0.1214,1.0,266.8,231.0,75.10000000000001
2022-07-29,10,5,test,38.0,88.3,0.14504,1.0,218.8,180.8,50.3
2022-07-29,10,10,test,42.9,97.9,0.18302,1.0,178.3,135.4,55.00000000000001
2022-08-31,1,1,test,62.8,271.1,0.13841,1.0,562.5,499.7,208.3
2022-08-31,1,5,test,60.7,93.1,0.15101,1.0,458.2,397.5,32.39999999999999
2022-08-31,1,10,test,50.7,72.2,0.09815,1.0,486.3,435.6,21.5
2022-08-31,5,1,test,50.6,154.0,0.1419,1.0,372.3,321.7,103.4
2022-08-31,5,5,test,41.1,78.3,0.12419,1.0,282.6,241.50000000000003,37.199999999999996
2022-08-31,5,10,test,36.2,81.8,0.1274,1.0,265.5,229.3,45.599999999999994
2022-08-31,10,1,test,34.1,94.8,0.1214,1.0,226.9,192.8,60.699999999999996
2022-08-31,10,5,test,34.1,76.7,0.14504,1.0,186.7,152.6,42.6
2022-08-31,10,10,test,35.8,87.8,0.18302,1.0,161.3,125.50000000000001,52.0
2022-09-30,1,1,test,51.1,284.2,0.13841,1.0,519.0,467.9,233.1
2022-09-30,1,5,test,53.1,79.1,0.15101,1.0,391.6,338.5,25.999999999999993
2022-09-30,1,10,test,49.3,63.2,0.09815,1.0,449.0,399.7,13.900000000000006
2022-09-30,5,1,test,43.7,141.1,0.1419,1.0,341.8,298.1,97.39999999999999
2022-09-30,5,5,test,39.2,65.1,0.12419,1.0,254.2,215.0,25.89999999999999
2022-09-30,5,10,test,36.5,73.5,0.1274,1.0,245.5,209.0,37.0
2022-09-30,10,1,test,33.6,87.6,0.1214,1.0,210.3,176.70000000000002,53.99999999999999
2022-09-30,10,5,test,34.3,63.6,0.14504,1.0,173.9,139.60000000000002,29.300000000000004
2022-09-30,10,10,test,37.9,84.1,0.18302,1.0,159.3,121.4,46.199999999999996
2022-10-31,1,1,test,42.7,259.9,0.13841,1.0,485.5,442.8,217.2
2022-10-31,1,5,test,46.9,76.2,0.15101,1.0,365.6,318.70000000000005,29.300000000000004
2022-10-31,1,10,test,46.5,69.7,0.09815,1.0,461.8,415.3,23.200000000000003
2022-10-31,5,1,test,42.3,136.6,0.1419,1.0,328.0,285.7,94.3
2022-10-31,5,5,test,37.7,65.7,0.12419,1.0,261.6,223.90000000000003,28.0
2022-10-31,5,10,test,35.3,78.3,0.1274,1.0,240.9,205.60000000000002,43.0
2022-10-31,10,1,test,31.6,86.0,0.1214,1.0,212.7,181.1,54.4
2022-10-31,10,5,test,31.4,64.2,0.14504,1.0,174.2,142.79999999999998,32.800000000000004
2022-10-31,10,10,test,33.6,79.6,0.18302,1.0,157.5,123.9,45.99999999999999
2022-11-30,1,1,test,41.9,245.1,0.13841,1.0,488.3,446.40000000000003,203.2
2022-11-30,1,5,test,49.8,90.6,0.15101,1.0,407.0,357.2,40.8
2022-11-30,1,10,test,48.4,85.9,0.09815,1.0,467.5,419.1,37.50000000000001
2022-11-30,5,1,test,48.4,132.4,0.1419,1.0,328.1,279.70000000000005,84.0
2022-11-30,5,5,test,42.6,76.3,0.12419,1.0,272.3,229.70000000000002,33.699999999999996
2022-11-30,5,10,test,39.9,86.5,0.1274,1.0,261.9,221.99999999999997,46.6
2022-11-30,10,1,test,35.8,81.7,0.1214,1.0,214.6,178.8,45.900000000000006
2022-11-30,10,5,test,36.5,66.0,0.14504,1.0,173.8,137.3,29.5
2022-11-30,10,10,test,39.7,88.4,0.18302,1.0,164.0,124.3,48.7
2022-12-30,1,1,test,34.0,232.7,0.13841,1.0,430.2,396.2,198.7
2022-12-30,1,5,test,39.6,75.6,0.15101,1.0,361.5,321.9,35.99999999999999
2022-12-30,1,10,test,38.3,81.6,0.09815,1.0,445.6,407.3,43.3
2022-12-30,5,1,test,37.4,118.0,0.1419,1.0,296.7,259.3,80.6
2022-12-30,5,5,test,33.9,66.4,0.12419,1.0,244.8,210.9,32.50000000000001
2022-12-30,5,10,test,33.0,71.5,0.1274,1.0,232.1,199.1,38.5
2022-12-30,10,1,test,30.6,71.8,0.1214,1.0,199.5,168.9,41.199999999999996
2022-12-30,10,5,test,31.4,58.2,0.14504,1.0,162.6,131.2,26.800000000000004
2022-12-30,10,10,test,33.6,80.1,0.18302,1.0,148.8,115.20000000000002,46.49999999999999
2023-01-31,1,1,test,28.7,209.8,0.13841,1.0,431.2,402.5,181.10000000000002
2023-01-31,1,5,test,35.7,93.3,0.15101,1.0,399.1,363.40000000000003,57.599999999999994
2023-01-31,1,10,test,35.5,91.4,0.09815,1.0,449.8,414.3,55.900000000000006
2023-01-31,5,1,test,36.0,108.3,0.1419,1.0,294.0,258.0,72.3
2023-01-31,5,5,test,32.8,69.2,0.12419,1.0,266.2,233.39999999999998,36.400000000000006
2023-01-31,5,10,test,31.2,82.1,0.1274,1.0,261.4,230.2,50.89999999999999
2023-01-31,10,1,test,28.9,69.1,0.1214,1.0,194.5,165.6,40.199999999999996
2023-01-31,10,5,test,29.4,65.7,0.14504,1.0,169.7,140.29999999999998,36.300000000000004
2023-01-31,10,10,test,31.4,82.4,0.18302,1.0,164.3,132.9,51.00000000000001
2023-02-28,1,1,test,28.1,206.1,0.13841,1.0,382.1,354.0,178.0
2023-02-28,1,5,test,34.1,73.7,0.15101,1.0,344.8,310.7,39.6
2023-02-28,1,10,test,33.2,87.5,0.09815,1.0,428.1,394.90000000000003,54.3
2023-02-28,5,1,test,34.6,100.1,0.1419,1.0,285.3,250.70000000000002,65.5
2023-02-28,5,5,test,31.5,64.1,0.12419,1.0,232.9,201.4,32.599999999999994
2023-02-28,5,10,test,29.5,77.7,0.1274,1.0,245.5,216.0,48.2
2023-02-28,10,1,test,26.9,65.8,0.1214,1.0,184.9,158.0,38.9
2023-02-28,10,5,test,26.8,59.5,0.14504,1.0,157.6,130.79999999999998,32.7
2023-02-28,10,10,test,28.2,78.0,0.18302,1.0,148.9,120.7,49.8
2023-03-31,1,1,test,37.6,210.6,0.13841,1.0,440.0,402.4,173.0
2023-03-31,1,5,test,39.8,97.7,0.15101,1.0,402.1,362.3,57.900000000000006
2023-03-31,1,10,test,36.1,98.0,0.09815,1.0,458.3,422.2,61.9
2023-03-31,5,1,test,37.1,108.4,0.1419,1.0,295.5,258.4,71.30000000000001
2023-03-31,5,5,test,33.9,74.2,0.12419,1.0,267.2,233.29999999999998,40.300000000000004
2023-03-31,5,10,test,31.3,81.9,0.1274,1.0,252.2,220.89999999999998,50.60000000000001
2023-03-31,10,1,test,28.1,61.8,0.1214,1.0,181.1,153.0,33.699999999999996
2023-03-31,10,5,test,27.9,64.9,0.14504,1.0,165.2,137.29999999999998,37.00000000000001
2023-03-31,10,10,test,29.3,83.6,0.18302,1.0,157.0,127.7,54.3
2023-04-28,1,1,test,41.6,169.2,0.13841,1.0,376.9,335.29999999999995,127.6
2023-04-28,1,5,test,42.4,100.3,0.15101,1.0,394.0,351.6,57.9
2023-04-28,1,10,test,36.5,102.4,0.09815,1.0,461.5,425.0,65.9
2023-04-28,5,1,test,39.9,101.9,0.1419,1.0,287.8,247.9,62.00000000000001
2023-04-28,5,5,test,34.7,73.4,0.12419,1.0,256.3,221.60000000000002,38.7
2023-04-28,5,10,test,31.1,90.5,0.1274,1.0,250.5,219.4,59.4
2023-04-28,10,1,test,29.3,59.6,0.1214,1.0,172.3,143.0,30.3
2023-04-28,10,5,test,28.3,64.6,0.14504,1.0,164.4,136.1,36.3
2023-04-28,10,10,test,28.7,87.1,0.18302,1.0,151.6,122.89999999999999,58.39999999999999
2023-05-31,1,1,test,37.5,168.7,0.13841,1.0,393.5,356.0,131.2
2023-05-31,1,5,test,40.4,100.7,0.15101,1.0,393.7,353.3,60.300000000000004
2023-05-31,1,10,test,36.4,103.4,0.09815,1.0,461.1,424.70000000000005,67.0
2023-05-31,5,1,test,39.0,89.7,0.1419,1.0,276.2,237.2,50.7
2023-05-31,5,5,test,34.7,78.5,0.12419,1.0,262.8,228.10000000000002,43.8
2023-05-31,5,10,test,31.7,86.6,0.1274,1.0,252.4,220.70000000000002,54.89999999999999
2023-05-31,10,1,test,28.9,59.5,0.1214,1.0,169.6,140.7,30.6
2023-05-31,10,5,test,28.3,68.1,0.14504,1.0,171.2,142.89999999999998,39.8
2023-05-31,10,10,test,28.7,85.5,0.18302,1.0,158.7,130.0,56.8
2023-06-30,1,1,test,31.6,139.9,0.13841,1.0,325.3,293.7,108.30000000000001
2023-06-30,1,5,test,36.3,93.5,0.15101,1.0,384.0,347.7,57.2
2023-06-30,1,10,test,34.2,110.3,0.09815,1.0,462.2,428.0,76.1
2023-06-30,5,1,test,39.4,82.2,0.1419,1.0,235.9,196.5,42.800000000000004
2023-06-30,5,5,test,35.2,68.2,0.12419,1.0,250.2,215.0,33.0
2023-06-30,5,10,test,32.5,90.1,0.1274,1.0,248.9,216.4,57.599999999999994
2023-06-30,10,1,test,30.3,50.3,0.1214,1.0,164.4,134.1,19.999999999999996
2023-06-30,10,5,test,30.0,62.1,0.14504,1.0,163.1,133.1,32.1
2023-06-30,10,10,test,30.2,87.3,0.18302,1.0,154.7,124.49999999999999,57.099999999999994
2023-07-31,1,1,test,33.7,156.5,0.13841,1.0,352.3,318.6,122.8
2023-07-31,1,5,test,36.4,103.6,0.15101,1.0,368.5,332.1,67.19999999999999
2023-07-31,1,10,test,32.5,100.2,0.09815,1.0,442.9,410.4,67.7
2023-07-31,5,1,test,36.0,85.8,0.1419,1.0,258.7,222.7,49.8
2023-07-31,5,5,test,32.0,74.0,0.12419,1.0,257.7,225.7,42.0
2023-07-31,5,10,test,29.2,86.6,0.1274,1.0,247.5,218.3,57.39999999999999
2023-07-31,10,1,test,27.1,57.6,0.1214,1.0,171.8,144.70000000000002,30.5
2023-07-31,10,5,test,26.1,66.4,0.14504,1.0,168.0,141.9,40.300000000000004
2023-07-31,10,10,test,26.4,81.9,0.18302,1.0,144.7,118.29999999999998,55.50000000000001
2023-08-31,1,1,test,36.0,169.5,0.13841,1.0,374.9,338.9,133.5
2023-08-31,1,5,test,38.9,106.4,0.15101,1.0,386.9,348.0,67.5
2023-08-31,1,10,test,35.4,104.5,0.09815,1.0,451.7,416.3,69.1
2023-08-31,5,1,test,38.1,92.5,0.1419,1.0,270.8,232.70000000000002,54.4
2023-08-31,5,5,test,33.3,74.4,0.12419,1.0,250.5,217.2,41.10000000000001
2023-08-31,5,10,test,30.4,80.4,0.1274,1.0,242.1,211.7,50.00000000000001
2023-08-31,10,1,test,27.9,55.4,0.1214,1.0,176.2,148.29999999999998,27.5
2023-08-31,10,5,test,26.9,66.2,0.14504,1.0,168.3,141.4,39.300000000000004
2023-08-31,10,10,test,27.1,84.3,0.18302,1.0,151.8,124.70000000000002,57.199999999999996
2023-09-29,1,1,test,28.8,176.3,0.13841,1.0,345.7,316.9,147.5
2023-09-29,1,5,test,32.2,101.7,0.15101,1.0,379.7,347.5,69.5
2023-09-29,1,10,test,30.9,87.0,0.09815,1.0,411.5,380.6,56.1
2023-09-29,5,1,test,31.7,86.7,0.1419,1.0,265.7,234.0,55.0
2023-09-29,5,5,test,28.9,71.2,0.12419,1.0,248.3,219.4,42.300000000000004
2023-09-29,5,10,test,27.7,73.0,0.1274,1.0,237.1,209.4,45.3
2023-09-29,10,1,test,24.7,54.5,0.1214,1.0,164.6,139.9,29.8
2023-09-29,10,5,test,24.0,61.6,0.14504,1.0,156.6,132.6,37.6
2023-09-29,10,10,test,24.5,76.4,0.18302,1.0,146.1,121.6,51.900000000000006
2023-10-31,1,1,test,32.5,181.5,0.13841,1.0,385.8,353.3,149.0
2023-10-31,1,5,test,34.7,96.9,0.15101,1.0,357.0,322.3,62.2
2023-10-31,1,10,test,32.4,88.5,0.09815,1.0,437.5,405.1,56.1
2023-10-31,5,1,test,32.5,98.4,0.1419,1.0,266.8,234.3,65.9
2023-10-31,5,5,test,29.0,73.2,0.12419,1.0,251.8,222.8,44.2
2023-10-31,5,10,test,27.0,77.5,0.1274,1.0,236.6,209.6,50.5
2023-10-31,10,1,test,24.7,58.1,0.1214,1.0,177.8,153.10000000000002,33.400000000000006
2023-10-31,10,5,test,24.1,62.2,0.14504,1.0,167.8,143.70000000000002,38.1
2023-10-31,10,10,test,24.1,75.0,0.18302,1.0,147.4,123.30000000000001,50.9
2023-11-30,1,1,test,39.7,164.3,0.13841,1.0,367.1,327.40000000000003,124.60000000000001
2023-11-30,1,5,test,38.1,111.7,0.15101,1.0,401.1,363.0,73.6
2023-11-30,1,10,test,33.9,103.0,0.09815,1.0,467.5,433.6,69.1
2023-11-30,5,1,test,36.2,95.1,0.1419,1.0,277.3,241.10000000000002,58.89999999999999
2023-11-30,5,5,test,32.2,81.3,0.12419,1.0,274.7,242.5,49.099999999999994
2023-11-30,5,10,test,29.7,86.7,0.1274,1.0,254.4,224.70000000000002,57.0
2023-11-30,10,1,test,28.0,59.0,0.1214,1.0,171.7,143.7,31.0
2023-11-30,10,5,test,27.1,71.1,0.14504,1.0,171.1,144.0,43.99999999999999
2023-11-30,10,10,test,27.0,86.7,0.18302,1.0,157.9,130.9,59.7
2023-12-29,1,1,test,51.9,164.9,0.13841,1.0,416.9,365.0,113.0
2023-12-29,1,5,test,46.6,121.4,0.15101,1.0,427.7,381.09999999999997,74.80000000000001
2023-12-29,1,10,test,40.9,111.7,0.09815,1.0,498.7,457.8,70.80000000000001
2023-12-29,5,1,test,40.5,108.5,0.1419,1.0,300.0,259.5,68.0
2023-12-29,5,5,test,35.6,87.0,0.12419,1.0,293.4,257.79999999999995,51.4
2023-12-29,5,10,test,33.5,91.9,0.1274,1.0,264.6,231.10000000000002,58.400000000000006
2023-12-29,10,1,test,31.5,63.1,0.1214,1.0,188.5,157.0,31.6
2023-12-29,10,5,test,30.7,78.9,0.14504,1.0,186.1,155.4,48.2
2023-12-29,10,10,test,30.7,94.8,0.18302,1.0,167.7,137.0,64.1
2024-01-31,1,1,test,47.6,176.0,0.13841,1.0,427.1,379.5,128.4
2024-01-31,1,5,test,42.7,112.3,0.15101,1.0,438.7,396.0,69.6
2024-01-31,1,10,test,37.1,110.3,0.09815,1.0,495.0,457.9,73.19999999999999
2024-01-31,5,1,test,38.4,109.8,0.1419,1.0,303.3,264.90000000000003,71.4
